state,district,candidate,type,chamber,2006,2007,2008,2009,2010_2012,2010_2014,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Unique_Project_ID,bioguide_id,Ran prior to 2019,Notes,Next ID
nebraska,3,Mark Elworth,Rep,,,,,,,,,,,,,,,,,,82,,,2297,,0,,
nebraska,3,Mark Sullivan,Rep,,,,,,8,2,,,138,,97,,,,,,,,,2298,,4,,
nebraska,1,Max Yashirin,Rep,,,,17,,,,,,,,,,,,,,,,,2299,,1,,
nebraska,1,Maxine B. Moul,Rep,,71,,,,,,,,,,,,,,,,,,,2300,,1,,
nebraska,2,Michael Capuano,Rep,,,,,,1,,,,,,,,,,,,,,,1890,C001037,1,,
nebraska,1,Mike Flood,Rep,House,,,,,,,,,,,,,,,,,,,133,4362,F000474,0,,
nebraska,0,Mike Johanns,Sen,Senate,,,183,101,41,26,150,133,533,106,378,,,,,,,,,2301,J000291,9,,
nebraska,1,Patty Pansing Brooks,Rep,,,,,,,,,,,,,,,,,,,,133,4363,,0,,
nebraska,3,Paul Theobald,Rep,,,,,,,,,,,,,,,,82,,,,,2302,,1,,
nebraska,0,Pete Ricketts,Sen,,172,,,,,,,,,,,,,,,,,,,2303,R000618,1,,
nebraska,0,Pete Ricketts,Gov,,,,,,,,,,,,,106,368,102,349,89,351,156,346,2303,R000618,4,,
nebraska,3,Rebekah Davis,Rep,,,,,,,,36,,,,,,,,,,,,,2304,,1,,
nebraska,1,Ron Kind,Rep,,,,,,1,,,,,,,,,,,,,,,2112,K000188,1,,
nebraska,0,Scott Kleeb,Sen,,,,156,,,,,,,,,,,,,,,,,2305,,1,,
nebraska,3,Scott Kleeb,Rep,,46,,,,,,,,,,,,,,,,,,,2305,,1,,
nebraska,2,Thomas White,Rep,,,,,,,,78,,,,,,,,,,,,,2306,,1,,
nebraska,2,Tony Vargas,Rep,,,,,,,,,,,,,,,,,,,,112,4364,,0,,
nevada,0,Adam Laxalt,Sen,,,,,,,,,,,,,,,,,,,,757,4365,,0,,
nevada,1,Annette Teijeiro,Rep,,,,,,,19,,,,,123,,,,,,,,,2307,,2,,
nevada,3,April Becker,Rep,,,,,,,,,,,,,,,,,,,,158,4366,,0,,
nevada,0,Brian Sandoval,Gov,,,,,,214,97,,215,648,216,632,179,690,219,646,,,,,2308,,10,,
nevada,0,Catherine Cortez Masto,Sen,,,,,,,,,,,,,,687,219,646,224,711,336,756,2309,C001113,3,,
nevada,1,Chris Edwards,Rep,,,,,,45,,,,135,,,,,,,,,,,2310,,2,,
nevada,2,Clint Koble,Rep,,,,,,,,,,,,,,,,164,,,,,2311,,1,,
nevada,4,Cresent Hardy,Rep,,,,,,,23,,,,,156,45,184,,168,,,,,2312,H001070,5,,
nevada,3,Dan Rodimer,Rep,,,,,,,,,,,,,,,,,,216,,,2313,,0,,
nevada,3,Danny Tarkanian,Rep,,,,,,,,,,,,,,204,,165,,,,,2314,,2,,
nevada,4,Danny Tarkanian,Rep,,,,,,51,,,,159,,,,,,,,,,,2314,,2,,
nevada,0,Dean Heller,Sen,Senate,,,,,209,91,,213,650,212,625,179,683,219,647,,,,,111,H001041,10,,
nevada,2,Dean Heller,Rep,House,156,25,130,51,63,,220,,,,,,,,,,,,,111,H001041,6,,
nevada,3,Dean Heller,Rep,,,,,,2,,,,,,,,,,,,,,,111,H001041,1,,
nevada,4,Dean Heller,Rep,,,,,,6,,,,,,,,,,,,,,,111,H001041,1,,
nevada,0,Dina Titus,Gov,,378,,,,,,,,,,,,,,,,,,,1307,T000468,1,,
nevada,1,Dina Titus,Rep,,,,,,68,18,,,136,49,124,44,149,50,150,55,166,74,227,1307,T000468,9,,
nevada,2,Dina Titus,Rep,,,,,,1,,,,,,,,,,,,,,,1307,T000468,1,,
nevada,3,Dina Titus,Rep,,,,120,57,38,,235,,,,,,,,,,,,,1307,T000468,4,,
nevada,4,Dina Titus,Rep,,,,,,8,,,,,,,,,,,,,,,1307,T000468,1,,
nevada,2,Elizabeth Krause,Rep,,,,,,,,,,,,,,,,,,,,169,4580,,0,,
nevada,3,Erin Bilbray-Kohn,Rep,,,,,,,26,,,,,172,,,,,,,,,2315,,2,,
nevada,2,"H.D. ""Chip"" Evans",Rep,,,,,,,,,,,,,,145,,,,,,,2316,,1,,
nevada,0,Harry Mason Reid,Sen,,,,,138,,,,,,,,,,,,,,,,2317,R000146,1,,
nevada,3,Harry Mitchell,Rep,,,,,,1,,,,,,,,,,,,,,,129,M001167,1,,
nevada,0,Harry Reid,Sen,Senate,382,72,359,,210,93,615,214,653,214,624,179,687,,,,,,,2317,R000146,12,,
nevada,1,Ike Skelton,Rep,,,,,,1,,,,,,,,,,,,,,,1567,S000465,1,,
nevada,0,Jack Carter,Sen,,377,,,,,,,,,,,,,,,,,,,2318,,1,,
nevada,0,Jacky Rosen,Sen,,,,,,,,,,,,,,,,646,224,711,336,757,2319,R000608,1,,
nevada,3,Jacky Rosen,Rep,,,,,,,,,,,,,,204,70,,,,,,2319,R000608,2,,
nevada,0,"James Arthur ""Jim"" Gibbons",Gov,,,,,136,,,,,,,,,,,,,,,,2320,G000152,1,,
nevada,0,James Gibbons,Gov,,,,,,,,608,,,,,,,,,,,,,2320,G000152,1,,
nevada,2,Jared Polis,Rep,,,,,,1,,,,,,,,,,,,,,,711,P000598,1,,
nevada,2,Jill Derby,Rep,,159,,,,,,,,,,,,,,,,,,,2321,,1,,
nevada,2,Jill Taylor Derby,Rep,,,,117,,,,,,,,,,,,,,,,,2321,,1,,
nevada,0,Jim Gibbons,Gov,,375,,,,,,,,,,,,,,,,,,,2320,G000152,1,,
nevada,4,Jim Marchant,Rep,,,,,,,,,,,,,,,,,,193,,,2322,,0,,
nevada,0,Joe Heck,Sen,,,,,,,,,,,,,,680,,,,,,,2323,H001055,1,,
nevada,1,Joe Heck,Rep,,,,,,25,,,,72,,,,,,,,,,,2323,H001055,2,,
nevada,2,Joe Heck,Rep,,,,,,1,,,,,,,,,,,,,,,2323,H001055,1,,
nevada,3,Joe Heck,Rep,House,,,,,48,26,,71,172,52,170,46,,,,,,,,2323,H001055,7,,
nevada,4,Joe Heck,Rep,,,,,,11,,,,26,,,,,,,,,,,2323,H001055,2,,
nevada,0,John Ensign,Sen,,376,71,314,,,,612,,,,,,,,,,,,,2324,E000194,4,,
nevada,0,John Eric Ensign,Sen,Senate,,,,137,,,,,,,,,,,,,,,,2324,E000194,1,,
nevada,3,John Oceguera,Rep,,,,,,49,,,,170,,,,,,,,,,,2325,,2,,
nevada,3,Jon C. Porter,Rep,House,136,,,,,,,,,,,,,,,,,,,2326,P000589,1,,
nevada,3,"Jon C. Porter, Sr.",Rep,,,,114,,,,,,,,,,,,,,,,,2326,P000589,1,,
nevada,3,Jon Porter,Rep,,,26,,,,,,,,,,,,,,,,,,2326,P000589,1,,
nevada,3,"Joseph Heck, Jr.",Rep,,,,,,,,239,,,,,,,,,,,,,2323,H001055,1,,
nevada,1,Joyce Bentley,Rep,,,,,,,,,,,,,,,,150,,166,,,2327,,1,,
nevada,1,Kenneth Alexander Wegner,Rep,,,,31,,,,,,,,,,,,,,,,,2328,,1,,
nevada,1,Kenneth Wegner,Rep,,87,,,,,,162,,,,,,,,,,,,,2328,,2,,
nevada,0,Kenny Guinn,Gov,,381,,,,,,,,,,,,,,,,,,,2329,,1,,
nevada,2,Kristen Spees,Rep,,,,,,,24,,,,,171,,,,,,,,,2330,,2,,
nevada,2,Mark Amodei,Rep,,,,,,65,25,,75,183,53,172,44,148,48,164,47,137,75,169,2331,A000369,10,,
nevada,3,Mark Amodei,Rep,,,,,,3,,,,4,,,,,,,,,,,2331,A000369,2,,
nevada,4,Mark Amodei,Rep,,,,,,7,,,,24,,,,,,,,,,,2331,A000369,2,,
nevada,1,Mark Robertson,Rep,,,,,,,,,,,,,,,,,,,,228,4367,,0,,
nevada,3,Martin Heinrich,Rep,,,,,,1,,,,,,,,,,,,,,,529,H001046,1,,
nevada,1,Mary Bono Mack,Rep,,,,,,1,,,,,,,,,,,,,,,531,B001228,1,,
nevada,4,Mary Bono Mack,Rep,,,,,,1,,,,,,,,,,,,,,,531,B001228,1,,
nevada,1,Mary Perry,Rep,,,,,,,,,,,,,,149,,,,,,,2332,,1,,
nevada,3,Michael Honda,Rep,,,,,,1,,,,,,,,,,,,,,,539,H001034,1,,
nevada,2,Nancy Price,Rep,,,,,,,,217,,,,,,,,,,,,,2333,,1,,
nevada,2,Patricia Ackerman,Rep,,,,,,,,,,,,,,,,,,137,,,2334,,0,,
nevada,1,Robert Bishop,Rep,,,,,,1,,,,,,,,,,,,,,,3789,B001250,1,,
nevada,4,Ruben Kihuen,Rep,,,,,,,,,,,,,,184,51,168,,,,,2336,K000390,3,,
nevada,3,Rush Holt,Rep,,,,,,1,,,,,,,,,,,,,,,843,H001032,1,,
nevada,4,Sam Peters,Rep,,,,,,,,,,,,,,,,,,,,202,4368,,0,,
nevada,2,Samuel Koepnick,Rep,,,,,,63,,,,182,,,,,,,,,,,2337,,2,,
nevada,0,Sharron Angle,Sen,,,,,,,,608,,,,,,,,,,,,,2338,,1,,
nevada,0,Shelley Berkley,Sen,,,,,,209,,,,650,,,,,,,,,,,1055,B001231,2,,
nevada,1,Shelley Berkley,Rep,House,86,16,70,29,1,,161,66,,,,,,,,,,,,1055,B001231,7,,
nevada,3,Shelley Berkley,Rep,,,,,,2,,,,,,,,,,,,,,,1055,B001231,1,,
nevada,4,Shelley Berkley,Rep,,,,,,4,,,,,,,,,,,,,,,1055,B001231,1,,
nevada,0,Steve Sisolak,Gov,,,,,,,,,,,,,,,,,224,711,336,756,2339,,0,,
nevada,4,Steven Horsford,Rep,House,,,,,51,23,,,160,59,156,,,,168,53,193,91,202,2340,H001066,6,,
nevada,3,Susie Lee,Rep,House,,,,,,,,,,,,,,,165,69,215,96,158,2341,L000590,1,,
nevada,3,Tessa Hafen,Rep,,137,,,,,,,,,,,,,,,,,,,2342,,1,,
new hampshire,2,Ann Kuster,Rep,,,,,,,30,168,,,,169,,,,136,,173,,,2343,K000382,4,,
new hampshire,2,Ann McLane Kuster,Rep,House,,,,,52,,,,179,62,,57,,46,,49,,60,,2343,K000382,5,,
new hampshire,2,Annie Custer,Rep,,,,,,,,,,,,,,5,,,,,,,2343,K000382,1,,
new hampshire,2,Annie Kuster,Rep,,,,,,,,,,,,,,176,,,,,,145,2343,K000382,1,,
new hampshire,1,Carol Shea-Porter,Rep,House,90,19,89,36,102,31,170,,189,49,138,,194,54,160,,,,,1732,S001170,13,,
new hampshire,2,Carol Shea-Porter,Rep,,,,,,1,,,,,,,,,,,,,,,1732,S001170,1,,
new hampshire,1,Charles Bass,Rep,,,,,,,,,,1,,,,,,,,,,,2344,B000220,1,,
new hampshire,2,Charles Bass,Rep,,,,,,52,,171,72,179,,,,,,,,,,,2344,B000220,4,,
new hampshire,2,Charles F. Bass,Rep,,104,,,,,,,,,,,,,,,,,,,2344,B000220,1,,
new hampshire,1,Chellie Pingree,Rep,,,,,,1,,,,,,,,,,,,,,,1735,P000597,1,,
new hampshire,1,Chris Pappas,Rep,House,,,,,,,,,,,,,,,160,58,192,65,141,2345,P000614,1,,
new hampshire,0,Chris Sununu,Gov,,,,,,,,,,,,,,,100,295,107,365,125,286,2346,,2,,
new hampshire,0,Corky Messner,Sen,,,,,,,,,,,,,,,,,,365,,,2347,,0,,
new hampshire,0,Don Bolduc,Sen,,,,,,,,,,,,,,,,,,,,286,4369,,0,,
new hampshire,1,Eddie Edwards,Rep,,,,,,,,,,,,,,,,160,,,,,2348,,1,,
new hampshire,2,Frank C. Guinta,Rep,,,,,,1,,,,5,,,,,,,,,,,2349,G000570,2,,
new hampshire,1,Frank Guinta,Rep,House,,,,,53,31,173,56,189,,141,43,192,,,,,,,2349,G000570,8,,
new hampshire,1,James Matheson,Rep,,,,,,1,,,,,,,,,,,,,,,3769,M001142,1,,
new hampshire,0,Jeanne Shaheen,Sen,Senate,,,198,75,104,61,335,128,368,113,307,100,375,100,296,107,365,125,286,2351,S001181,13,,
new hampshire,1,Jeb Bradley,Rep,House,90,,,,,,,,,,,,,,,,,,,2352,B001246,1,,
new hampshire,2,Jennifer M. Horn,Rep,,,,53,,,,,,,,,,,,,,,,,2353,,1,,
new hampshire,0,Jim Coburn,Gov,,194,,,,,,,,,,,,,,,,,,,2354,,1,,
new hampshire,2,Jim Lawrence,Rep,,,,,,,,,,,,,,180,,,,,,,2355,,1,,
new hampshire,0,John E. Sununu,Sen,Senate,194,,,,,,,,,,,,,,,,,,,2356,S001078,1,,
new hampshire,0,John H. Lynch,Gov,,,,,76,,,,,,,,,,,,,,,,2357,,1,,
new hampshire,0,John Lynch,Gov,,193,,,,106,,341,131,368,,,,,,,,,,,2357,,5,,
new hampshire,0,John Sununu,Sen,,,41,197,,,,,,,,,,,,,,,,,2356,S001078,2,,
new hampshire,1,"Joseph E. ""Jeb"" Bradley, III",Rep,,,,79,,,,,,,,,,,,,,,,,2352,B001246,1,,
new hampshire,0,Judd Alan Gregg,Sen,Senate,,,,75,,,,,,,,,,,,,,,,2358,G000445,1,,
new hampshire,0,Judd Gregg,Sen,,196,39,161,,,,,,,,,,,,,,,,,2358,G000445,3,,
new hampshire,1,Karoline Leavitt,Rep,,,,,,,,,,,,,,,,,,,,141,4370,,0,,
new hampshire,0,Kelly Ayotte,Sen,Senate,,,,,104,60,336,127,367,113,307,100,372,,,,,,,2359,A000368,9,,
new hampshire,0,Maggie Hassan,Gov,,,,,,,61,,,,112,312,100,373,,,,,,,2360,H001076,5,,
new hampshire,0,Maggie Hassan,Sen,,,,,,,,,,,,,,375,100,296,107,365,125,285,2360,H001076,3,,
new hampshire,2,Marilinda Garcia,Rep,,,,,,,29,,,,,170,,,,,,,,,2361,,2,,
new hampshire,1,Matt Mowers,Rep,,,,,,,,,,,,,,,,,,192,,,2362,,0,,
new hampshire,2,Nicola 'Niki' Tsongas,Rep,,,,,,1,,,,,,,,,,,,,,,1893,T000465,1,,
new hampshire,0,Paul Hodes,Sen,,,,,,,,201,,,,,,,,,,,,,1027,H001043,1,,
new hampshire,2,Paul Hodes,Rep,House,105,18,,39,48,,,,,,,,,,,,,,,1027,H001043,4,,
new hampshire,0,Paul W. Hodes,Sen,,,,,,,,134,,,,,,,,,,,,,1027,H001043,1,,
new hampshire,2,Paul W. Hodes,Rep,,,,73,,,,,,,,,,,,,,,,,1027,H001043,1,,
new hampshire,2,Robert Burns,Rep,,,,,,,,,,,,,,,,,,,,145,4371,,0,,
new hampshire,0,Scott Brown,Sen,,,,,,,61,,,,,308,,,,,,,,,1900,B001268,2,,
new hampshire,2,Steve Negron,Rep,,,,,,,,,,,,,,,,,,173,,,2364,,0,,
new hampshire,2,Steven Negron,Rep,,,,,,,,,,,,,,,,136,,,,,2364,,1,,
new jersey,5,Adam Gussen,Rep,,,,,,57,,,,152,,,,,,,,,,,2365,,2,,
new jersey,8,Agha Khan,Rep,,,,,,,,,,,,,,99,,,,,,,2369,,1,,
new jersey,10,Agha Khan,Rep,,,,,,,,,,,,,,,,117,,,,,2369,,1,,
new jersey,3,Aimee Belgard,Rep,,,,,,,23,,,,,165,,,,,,,,,2370,,2,,
new jersey,12,Alan R. Bateman,Rep,,,,15,,,,,,,,,,,,,,,,,2371,,1,,
new jersey,5,Albio Sires,Rep,,,,,,1,,,,1,,,,,,,,,,,2372,S001165,2,,
new jersey,6,Albio Sires,Rep,,,,,,4,,,,7,,,,,,,,,,,2372,S001165,2,,
new jersey,8,Albio Sires,Rep,House,,,,,24,8,,,88,23,92,22,100,38,86,32,86,50,109,2372,S001165,9,,
new jersey,10,Albio Sires,Rep,,,,,,2,,,,7,,,,,,,,,,,2372,S001165,2,,
new jersey,13,Albio Sires,Rep,House,38,6,25,14,,,49,24,,,,,,,,,,,,2372,S001165,6,,
new jersey,12,Alieta Eck,Rep,,,,,,,22,,,,,133,,,,,,,,,2373,,2,,
new jersey,2,Amy Kennedy,Rep,,,,,,,,,,,,,,,,,,166,,,2374,,0,,
new jersey,3,Andy Kim,Rep,House,,,,,,,,,,,,,,,138,52,148,59,155,2375,K000394,1,,
new jersey,6,Anna Little,Rep,,,,,,33,,100,,113,,,,,,,,,,,2376,,3,,
new jersey,6,Anthony Wilkinson,Rep,,,,,,,11,,,,,117,,,,,,,,,2377,,2,,
new jersey,2,"Bill Hughes, Jr.",Rep,,,,,,,22,,,,,132,,,,,,,,,2378,H000930,2,,
new jersey,8,Bill Pascrell,Rep,,,12,,27,,,,25,,,,,,,,,,,2,2379,P000096,3,,
new jersey,9,Bill Pascrell,Rep,,,,,,35,17,,,97,,107,37,132,44,,35,134,49,111,2379,P000096,7,,
new jersey,8,"Bill Pascrell, Jr.",Rep,,42,,,,2,,,,7,,,,,,,,,,,2379,P000096,3,,
new jersey,9,"Bill Pascrell, Jr.",Rep,,,,,,,,,,,35,,,,,125,,,,,2379,P000096,2,,
new jersey,10,"Bill Pascrell, Jr.",Rep,,,,,,3,,,,3,,,,,,,,,,,2379,P000096,2,,
new jersey,11,"Bill Pascrell, Jr.",Rep,,,,,,18,,,,48,,,,,,,,,,,2379,P000096,2,,
new jersey,9,Billy Prempeh,Rep,,,,,,,,,,,,,,,,,,134,,111,2380,,0,,
new jersey,3,Bob Healey Jr.,Rep,,,,,,,,,,,,,,,,,,,,155,4372,,0,,
new jersey,0,Bob Menendez,Sen,,,,,,499,,1410,530,1486,,,374,1805,479,1548,508,1683,661,1572,2381,M000639,8,,
new jersey,1,Bob Patterson,Rep,,,,,,,,,,,,,,159,,,,,,,2382,,1,,
new jersey,12,Bonnie Watson Coleman,Rep,House,,,,,,21,,,,,134,27,175,39,130,42,143,69,128,2383,W000822,6,,
new jersey,6,Brad Sherman,Rep,,,,,,1,,,,,,,,,,,,,,,102,S000344,1,,
new jersey,6,Brent Sonnek-Schmelz,Rep,,,,,,,,,,,,,,196,,,,,,,2384,,1,,
new jersey,11,Brian Baird,Rep,,,,,,1,,,,,,,,,,,,,,,104,B001229,1,,
new jersey,4,Brian Froelich,Rep,,,,,,38,,,,118,,,,,,,,,,,2385,,2,,
new jersey,10,Brian Kelemen,Rep,,,,,,24,,,,80,,,,,,,,,,,2386,,2,,
new jersey,4,Carol Gay,Rep,,66,,,,,,,,,,,,,,,,,,,2387,,1,,
new jersey,2,Cassandra Shober,Rep,,,,,,47,,,,137,,,,,,,,,,,2388,,2,,
new jersey,4,Chris  Smith,Rep,,,,,30,,,,,,,,,,,,,,,,2389,S000522,1,,
new jersey,0,Chris Christie,Gov,,,,,,506,227,1436,534,1483,449,1554,374,1821,479,,,,,,2390,,10,,
new jersey,4,Chris Smith,Rep,,,,,,40,20,,47,120,45,123,29,,38,126,42,146,60,124,2389,S000522,9,,
new jersey,6,Christian Onuoha,Rep,,,,,,,,,,,,,,,,,,139,,,2391,,0,FEC ID: H0NJ06255,
new jersey,3,"Christopher ""Chris"" Myers",Rep,,,,47,,,,,,,,,,,,,,,,,2392,,1,,
new jersey,4,"Christopher H. ""Chris"" Smith",Rep,,,,47,,,,,,,,,,,,,,,,,2389,S000522,1,,
new jersey,3,Christopher H. Smith,Rep,,,,,,15,,,,37,,,,,,,,,,,2389,S000522,2,,
new jersey,4,Christopher H. Smith,Rep,,68,,,,,,,,,,,,131,,,,,,,2389,S000522,2,,
new jersey,11,Christopher H. Smith,Rep,,,,,,,,,,1,,,,,,,,,,,2389,S000522,1,,
new jersey,12,Christopher H. Smith,Rep,,,,,,3,,,,11,,,,,,,,,,,2389,S000522,2,,
new jersey,4,Christopher Smith,Rep,,,23,,,,,112,,,,,,,,,,,,,2389,S000522,2,,
new jersey,1,Claire Gustafson,Rep,,,,,,,,,,,,,,,,,,142,,150,2393,,0,,
new jersey,0,Cory Booker,Sen,,,,,,,221,,,,436,1541,374,1809,479,1548,507,1683,661,1573,2394,B001288,7,,
new jersey,1,Dale Glading,Rep,,,,,,,,102,,,,,,,,,,,,,2395,,1,,
new jersey,1,Dale Mark Glading,Rep,,,,10,,,,,,,,,,,,,,,,,2395,,1,,
new jersey,12,Darius Mayfield,Rep,,,,,,,,,,,,,,,,,,,,128,4373,,0,,
new jersey,12,Daryl Kipnis,Rep,,,,,,,,,,,,,,,,130,,,,,2396,,1,,
new jersey,2,David Carl Streich Kurkowski,Rep,,,,30,,,,,,,,,,,,,,,,,2397,,1,,
new jersey,2,David H. Cole,Rep,,,,,,,,,,,,,,131,,,,,,,2398,,1,,
new jersey,10,David H. Pinckney,Rep,,,,,,,,,,,,,,131,,,,,,,2399,,1,,
new jersey,10,David Pinckney,Rep,,,,,,,,,,,,,,,,,,,,112,2399,,0,,
new jersey,3,David Richter,Rep,,,,,,,,,,,,,,,,,,148,,,2400,,0,,
new jersey,5,Dennis G. Shulman,Rep,,,,30,,,,,,,,,,,,,,,,,2401,,1,,
new jersey,0,Dick Zimmer,Sen,,,,380,,,,,,,,,,,,,,,,,2402,Z000008,1,,
new jersey,9,Dierdre Paul,Rep,,,,,,,17,,,,,109,,,,,,,,,2403,,2,,
new jersey,10,Donald  Payne,Rep,,,,,24,,,,,,,,,,,,,,,,2404,P000604,1,,
new jersey,10,Donald M. Payne,Rep,,44,,15,,,,,35,,,,,,,,,,,,2404,P000604,3,,
new jersey,1,Donald Norcross,Rep,House,,,,,,15,,,,,146,39,160,37,151,48,142,48,150,2405,N000188,6,,
new jersey,6,Donald Payne,Rep,,,,,,1,,,,,,,,,,,,,,,2404,P000604,1,,
new jersey,10,Donald Payne,Rep,House,,15,,,15,,80,,,,,,,,,,,,,2404,P000604,3,,
new jersey,8,Donald Payne Jr.,Rep,,,,,,,,,,,,,,,,,,,,5,2404,P000604,0,,
new jersey,10,Donald Payne Jr.,Rep,,,,,,24,,,,80,,,30,131,43,,37,107,48,112,2404,P000604,5,,
new jersey,10,"Donald Payne, Jr.",Rep,,,,,,,10,,,,26,110,,,,117,,,,,2404,P000604,4,,
new jersey,11,Douglas Herbert,Rep,,,,,,,,143,,,,,,,,,,,,,2406,,1,,
new jersey,7,"Ed Potosnak, III",Rep,,,,,,,,114,,,,,,,,,,,,,2407,,1,,
new jersey,12,Eric Beck,Rep,,,,,,46,,,,124,,,,,,,,,,,2408,,2,,
new jersey,9,Eric Fisher,Rep,,,,,,,,,,,,,,,,125,,,,,2409,,1,,
new jersey,5,Erik Paulsen,Rep,,,,,,1,,,,,,,,,,,,,,,1121,P000594,1,,
new jersey,5,"Ernest Scott ""Scott"" Garrett",Rep,,,,48,,,,,,,,,,,,,,,,,183,G000548,1,,
new jersey,2,Frank  LoBiondo,Rep,,,,,37,,,,,,,,,,,,,,,,2144,L000554,1,,
new jersey,1,Frank A. LoBiondo,Rep,,,,,,3,,,,,,,,,,,,,,,2144,L000554,1,,
new jersey,2,Frank A. LoBiondo,Rep,House,57,,61,,,,,,,,,,,,,,,,,2144,L000554,2,,
new jersey,3,Frank A. LoBiondo,Rep,,,,,,1,,,,2,,,,,,,,,,,2144,L000554,2,,
new jersey,0,Frank Lautenberg,Sen,,,265,601,,,,1416,530,,,,,,,,,,,,2411,L000123,4,,
new jersey,2,Frank LoBiondo,Rep,,,12,,,47,21,121,46,136,30,132,36,132,32,121,,,,,2144,L000554,12,,
new jersey,6,Frank Pallone,Rep,House,,25,,26,33,11,,34,113,,118,24,201,45,,40,139,50,126,381,P000034,10,,
new jersey,6,Frank Pallone Jr.,Rep,,64,,,,,,,,,,,,,,,,,,,381,P000034,1,,
new jersey,3,"Frank Pallone, Jr.",Rep,,,,,,1,,,,,,,,,,,,,,,381,P000034,1,,
new jersey,4,"Frank Pallone, Jr.",Rep,,,,,,6,,,,17,,,,,,,,,,,381,P000034,2,,
new jersey,6,"Frank Pallone, Jr.",Rep,,,,42,,,,99,,,27,,,,,145,,,,,381,P000034,4,,
new jersey,7,"Frank Pallone, Jr.",Rep,,,,,,1,,,,1,,,,,,,,,,,381,P000034,2,,
new jersey,12,"Frank Pallone, Jr.",Rep,,,,,,7,,,,12,,,,,,,,,,,381,P000034,2,,
new jersey,5,Frank Pallotta,Rep,,,,,,,,,,,,,,,,,,153,,140,2412,,0,,
new jersey,0,Frank R. Lautenberg,Sen,,818,,,,499,,,,1489,,,,,,,,,,,2411,L000123,3,,
new jersey,0,Frank Raleigh Lautenberg,Sen,Senate,,,,345,,,,,,,,,,,,,,,,2411,L000123,1,,
new jersey,3,Fredrick John Lavergne,Rep,,,,,,,,,,,,,,170,,,,,,,2413,,1,,
new jersey,1,Garry Cobb,Rep,,,,,,,17,,,,,150,,,,,,,,,2414,,2,,
new jersey,5,Gary Ackerman,Rep,,,,,,1,,,,,,,,,,,,,,,2415,A000022,1,,
new jersey,2,Gary Stein,Rep,,,,,,,,119,,,,,,,,,,,,,927,,1,,
new jersey,1,Greg Horton,Rep,,,,,,41,,,,154,,,,,,,,,,,2416,,2,,
new jersey,10,Gregory Meeks,Rep,,,,,,1,,,,,,,,,,,,,,,2417,M001137,1,,
new jersey,9,Hector L. Castillo,Rep,,,,,,,,,,,,,,131,,,,,,,2418,,1,,
new jersey,13,Henrietta Dwyer,Rep,,,,,,,,50,,,,,,,,,,,,,2419,,1,,
new jersey,7,"Henry Johnson, Jr.",Rep,,,,,,1,,,,,,,,,,,,,,,1128,J000288,1,,
new jersey,4,Howard Kleinhendler,Rep,,,,,,,,104,,,,,,,,,,,,,2421,,1,,
new jersey,7,Janice Kovach,Rep,,,,,,,20,,,,,132,,,,,,,,,2422,,2,,
new jersey,8,Jason Mushnick,Rep,,,,,,,,,,,,,,,,,,86,,,2423,,0,FEC ID: H0NJ08152,
new jersey,11,Jay Webber,Rep,,,,,,,,,,,,,,,,140,,,,,2424,,1,,
new jersey,0,Jeff Bell,Sen,,,,,,,220,,,,,1529,,,,,,,,,2425,,2,,
new jersey,2,Jeff Van Drew,Rep,,,,,,,,,,,,,,,,121,50,166,64,152,2426,V000133,1,,
new jersey,10,Jennifer Zinone,Rep,,,,,,,,,,,,,,,,,,107,,,2427,,0,,
new jersey,3,Jim Saxton,Rep,,85,14,59,,,,,,,,,,,,,,,,,2428,S000097,3,,
new jersey,2,"Joe Donnelly, Sr.",Rep,,,,,,1,,,,,,,,,,,,,,,1457,D000607,1,,
new jersey,0,Joe Kyrillos,Sen,,,,,,496,,,,1480,,,,,,,,,,,2429,,2,,
new jersey,3,Joe Runyan,Rep,,,,,,,,140,,,,,,,,,,,,,2430,R000594,1,,
new jersey,1,John Adler,Rep,,,,,,6,,,,,,,,,,,,,,,2431,A000364,1,,
new jersey,2,John Adler,Rep,,,,,,3,,,,,,,,,,,,,,,2431,A000364,1,,
new jersey,3,John Adler,Rep,,,,,32,28,,140,,,,,,,,,,,,,2431,A000364,3,,
new jersey,11,John Arvanites,Rep,,,,,,51,,,,140,,,,,,,,,,,2432,,2,,
new jersey,13,John Guarini,Rep,,39,,,,,,,,,,,,,,,,,,,2433,G000511,1,,
new jersey,3,John H. Adler,Rep,House,,,39,,,,,,,,,,,,,,,,,2431,A000364,1,,
new jersey,5,"John McCann, Jr.",Rep,,,,,,,,,,,,,,,,155,,,,,2434,,1,,
new jersey,8,John Muniz,Rep,,,,,,,,,,,,,,,,87,,,,,2435,,1,,
new jersey,4,John Sarbanes,Rep,,,,,,1,,,,,,,,,,,,,,,722,S001168,1,,
new jersey,0,Jon Corzine,Gov,,815,,,,,,,,,,,,,,,,,,,2436,C001042,1,,
new jersey,1,Jon Runyan,Rep,,,,,,6,,,,20,,,,,,,,,,,2430,R000594,2,,
new jersey,2,Jon Runyan,Rep,,,,,,3,,,,7,,,,,,,,,,,2430,R000594,2,,
new jersey,3,Jon Runyan,Rep,House,,,,,47,23,,50,155,48,167,,,,,,,,,2430,R000594,6,,
