,state_ces,district,candidate_ces,type,chamber,Unique_Project_ID,bioguide_id,Ran prior to 2019,Notes,year_ces,obs,id_lt_ces,candidate_bonica,politician_id,state_bonica,year_bonica,id_lt_bonica,score,state,candidate,year
6075,florida,9.0,anita de palma,Rep,,856.0,,1.0,,2010.0,213.0,6.0,anita de palma,16414.0,florida,2010.0,52.0,0.9999985,,,
6076,florida,23.0,bernard sansaricq,Rep,,860.0,,1.0,,2010.0,98.0,7.0,bernard sansaricq,4810.0,florida,2010.0,60.0,0.9999983,,,
6077,florida,0.0,bill nelson,Sen,,862.0,N000032,14.0,,2010.0,4435.0,8.0,bill young,4842.0,florida,2010.0,53.0,0.9036759,,,
6078,florida,15.0,c. shannon roberts,Rep,,871.0,,1.0,,2010.0,213.0,9.0,shannon roberts,4803.0,florida,2010.0,68.0,0.9743071,,,
6079,florida,10.0,c. w. 'bill' young,Rep,,865.0,Y000031,1.0,,2010.0,176.0,10.0,bill young,4842.0,florida,2010.0,53.0,0.91192245,,,
6080,florida,0.0,"charles crist, jr.",Gov,,877.0,C001111,1.0,,2010.0,4502.0,11.0,charlie crist,479.0,florida,2010.0,84.0,0.9175967,,,
6081,florida,10.0,charlie justice,Rep,,878.0,,1.0,,2010.0,173.0,12.0,charlie justice,8406.0,florida,2010.0,54.0,0.99999887,,,
6082,florida,6.0,clifford stearns,Rep,,885.0,S000822,2.0,,2010.0,264.0,13.0,clifford bundy stearns,4821.0,florida,2010.0,37.0,0.91570836,,,
6083,florida,14.0,connie mack,Rep,House,887.0,M001155,4.0,,2010.0,202.0,14.0,connie mack,1073.0,florida,2010.0,56.0,0.99999857,,,
6084,florida,3.0,corrine brown,Rep,House,888.0,B000911,6.0,,2010.0,151.0,15.0,corrine brown,2739.0,florida,2010.0,40.0,0.99999785,,,
6085,florida,8.0,daniel webster,Rep,,893.0,W000806,2.0,,2010.0,213.0,16.0,daniel webster,3037.0,florida,2010.0,24.0,0.99999875,,,
6086,florida,25.0,david rivera,Rep,House,903.0,R000590,4.0,,2010.0,135.0,17.0,david rivera,3189.0,florida,2010.0,30.0,0.99999416,,,
6087,florida,20.0,debbie wasserman schultz,Rep,House,906.0,W000797,8.0,,2010.0,180.0,18.0,debbie wasserman schultz,3034.0,florida,2010.0,63.0,0.9999983,,,
6088,florida,12.0,dennis ross,Rep,House,907.0,R000593,1.0,,2010.0,177.0,19.0,dennis a. ross,2978.0,florida,2010.0,20.0,0.9816862,,,
6089,florida,17.0,frederica wilson,Rep,House,924.0,W000808,2.0,,2010.0,86.0,20.0,frederica wilson,3042.0,florida,2010.0,67.0,0.9999993,,,
6090,florida,9.0,gus bilirakis,Rep,House,128.0,B001257,5.0,,2010.0,221.0,21.0,gus michael bilirakis,2724.0,florida,2010.0,51.0,0.96925974,,,
6091,florida,7.0,heather beaven,Rep,,938.0,,1.0,,2010.0,236.0,22.0,heather maurine beaven,4713.0,florida,2010.0,35.0,0.9447857,,,
6092,florida,18.0,ileana ros-lehtinen,Rep,House,940.0,R000435,7.0,,2010.0,115.0,23.0,ileana ros-lehtinen,2976.0,florida,2010.0,33.0,0.999996,,,
6093,florida,13.0,james golden,Rep,,945.0,,1.0,,2010.0,199.0,24.0,james t. golden,16424.0,florida,2010.0,22.0,0.9638183,,,
6094,florida,5.0,james piccillo,Rep,,948.0,,1.0,,2010.0,278.0,25.0,james john piccillo,16400.0,florida,2010.0,42.0,0.9820279,,,
6095,florida,14.0,james roach,Rep,,949.0,,1.0,,2010.0,195.0,26.0,james lloyd roach,4802.0,florida,2010.0,55.0,0.9439229,,,
6096,florida,1.0,jeff miller,Rep,,957.0,M001144,13.0,,2010.0,173.0,27.0,jeff miller,2925.0,florida,2010.0,8.0,0.99999934,,,
6097,florida,16.0,jim horn,Rep,,962.0,,1.0,,2010.0,172.0,28.0,james van horn,4759.0,florida,2010.0,43.0,0.8907835,,,
6098,florida,25.0,joe garcia,Rep,,966.0,G000573,1.0,,2010.0,133.0,29.0,joe garcia,3087.0,florida,2010.0,28.0,1.0000004,,,
6099,florida,7.0,john mica,Rep,,971.0,M000689,10.0,,2010.0,242.0,30.0,john l. mica,2920.0,florida,2010.0,34.0,0.9783945,,,
6100,florida,19.0,joseph budd,Rep,,977.0,,1.0,,2010.0,155.0,31.0,joe budd,16437.0,florida,2010.0,15.0,0.94067365,,,
6101,florida,20.0,karen harrington,Rep,,978.0,,1.0,,2010.0,189.0,32.0,karen harrington,4752.0,florida,2010.0,65.0,0.99999934,,,
6102,florida,11.0,katherine castor,Rep,,980.0,C001066,1.0,,2010.0,157.0,33.0,kathy castor,2754.0,florida,2010.0,16.0,0.95736295,,,
6103,florida,0.0,kendrick b. meek,Sen,,491.0,M001148,1.0,,2010.0,2464.0,34.0,kendrick b. meek,480.0,florida,2010.0,86.0,0.9999921,,,
6104,florida,0.0,kendrick meek,Sen,,491.0,M001148,1.0,,2010.0,1961.0,35.0,kendrick b. meek,480.0,florida,2010.0,86.0,0.9782344,,,
6105,florida,21.0,lincoln diaz-balart,Rep,House,993.0,D000299,5.0,,2010.0,141.0,36.0,mario diaz-balart,2788.0,florida,2010.0,58.0,0.9099365,,,
6106,florida,12.0,lori edwards,Rep,,995.0,,1.0,,2010.0,176.0,37.0,lori edwards,8407.0,florida,2010.0,18.0,0.99999696,,,
6107,florida,0.0,marco rubio,Sen,Senate,997.0,R000595,11.0,,2010.0,4452.0,38.0,marco rubio,481.0,florida,2010.0,78.0,0.9999993,,,
6108,florida,21.0,mario diaz-balart,Rep,House,1002.0,D000600,2.0,,2010.0,142.0,39.0,mario diaz-balart,2788.0,florida,2010.0,58.0,0.9999976,,,
6109,florida,3.0,michael yost,Rep,,1019.0,,1.0,,2010.0,148.0,40.0,michael f. yost,4841.0,florida,2010.0,39.0,0.96241504,,,
6110,florida,11.0,mike prendergast,Rep,,1021.0,,1.0,,2010.0,161.0,41.0,mike prendergast,16419.0,florida,2010.0,17.0,0.9999985,,,
6111,florida,5.0,richard nugent,Rep,House,1039.0,N000185,1.0,,2010.0,283.0,42.0,richard b. nugent,2936.0,florida,2010.0,41.0,0.9600598,,,
6112,florida,18.0,rolando banciella,Rep,,1046.0,,1.0,,2010.0,112.0,43.0,rolando a. banciella,16434.0,florida,2010.0,32.0,0.9766833,,,
6113,florida,22.0,ron klein,Rep,House,1048.0,K000366,6.0,,2010.0,138.0,44.0,ron klein,10080.0,florida,2010.0,0.0,0.9999972,,,
6114,florida,24.0,sandra adams,Rep,,1051.0,A000366,1.0,,2010.0,244.0,45.0,sandra adams,4705.0,florida,2010.0,12.0,0.99999934,,,
6115,florida,2.0,steve southerland,Rep,House,1060.0,S001186,5.0,,2010.0,168.0,46.0,steve southerland ii,3012.0,florida,2010.0,48.0,0.97243285,,,
6116,florida,24.0,suzanne kosmas,Rep,,1063.0,K000370,2.0,,2010.0,240.0,47.0,suzanne m. kosmas,8410.0,florida,2010.0,11.0,0.9861225,,,
6117,florida,19.0,theodore deutch,Rep,,1064.0,D000610,1.0,,2010.0,155.0,48.0,ted deutch,2787.0,florida,2010.0,14.0,0.93010896,,,
6118,florida,16.0,tom rooney,Rep,,1066.0,R000583,5.0,,2010.0,177.0,49.0,thomas j. rooney,2975.0,florida,2010.0,44.0,0.9414415,,,
6119,florida,13.0,vernon buchanan,Rep,,1076.0,B001260,2.0,,2010.0,208.0,50.0,vern buchanan,2740.0,florida,2010.0,21.0,0.9487879,,,
6120,florida,5.0,virginia 'ginny' brown-waite,Rep,,931.0,B001247,1.0,,2010.0,283.0,51.0,corrine brown,2739.0,florida,2010.0,40.0,0.83378124,,,
6121,florida,15.0,william posey,Rep,,864.0,P000599,1.0,,2010.0,219.0,52.0,bill posey,2956.0,florida,2010.0,69.0,0.90938026,,,
6122,delaware,0.0,chris coons,Sen,,814.0,C001088,7.0,,2018.0,214.0,0.0,thomas r. carper,951.0,delaware,2018.0,7.0,0.8421357,,,
6123,delaware,0.0,john c. carney jr.,Gov,,824.0,C001083,2.0,,2018.0,214.0,1.0,thomas r. carper,951.0,delaware,2018.0,7.0,0.83225596,,,
6124,delaware,1.0,lisa blunt rochester,Rep,House,829.0,B001303,3.0,,2018.0,214.0,2.0,lisa blunt rochester,8348.0,delaware,2018.0,1.0,0.9999976,,,
6125,delaware,0.0,robert arlett,Sen,,831.0,,1.0,,2018.0,214.0,3.0,rob arlett,9149.0,delaware,2018.0,9.0,0.9564238,,,
6126,delaware,1.0,scott walker,Rep,,834.0,,1.0,,2018.0,214.0,4.0,scott walker,8701.0,delaware,2018.0,0.0,0.99998575,,,
6127,delaware,0.0,tom carper,Sen,,835.0,C000174,8.0,,2018.0,214.0,5.0,thomas r. carper,951.0,delaware,2018.0,7.0,0.94014126,,,
6128,alabama,6.0,artur davis,Rep,,2.0,D000602,1.0,,2012.0,1.0,0.0,john andrew harris,5557.0,alabama,2012.0,10.0,0.8134501,,,
6129,alabama,2.0,"bobby bright, sr.",Rep,,7.0,B001264,2.0,,2012.0,21.0,1.0,robert b. aderholt,2715.0,alabama,2012.0,1.0,0.83803684,,,
6130,alabama,5.0,charlie holley,Rep,,12.0,,2.0,,2012.0,42.0,2.0,charlie l. holley,5558.0,alabama,2012.0,6.0,0.9759517,,,
6131,alabama,4.0,daniel boman,Rep,,13.0,,2.0,,2012.0,30.0,3.0,daniel h. boman,5552.0,alabama,2012.0,0.0,0.97769606,,,
6132,alabama,7.0,don chamberlain,Rep,,16.0,,3.0,,2012.0,25.0,4.0,donald n. chamberlain,5554.0,alabama,2012.0,7.0,0.9110807,,,
6133,alabama,3.0,"glenn thompson, jr.",Rep,,20.0,T000467,1.0,,2012.0,1.0,5.0,mo brooks,2737.0,alabama,2012.0,5.0,0.8049909,,,
6134,alabama,2.0,jeff miller,Rep,,957.0,M001144,1.0,,2012.0,1.0,6.0,mike rogers,2972.0,alabama,2012.0,9.0,0.8129039,,,
6135,alabama,0.0,jeff sessions,Sen,,25.0,S001141,12.0,,2012.0,213.0,7.0,john andrew harris,5557.0,alabama,2012.0,10.0,0.8235537,,,
6136,alabama,1.0,jo bonner,Rep,,28.0,B001244,7.0,,2012.0,28.0,8.0,josiah robins bonner,5553.0,alabama,2012.0,4.0,0.88881534,,,
6137,alabama,3.0,john andrew harris,Rep,,29.0,,2.0,,2012.0,26.0,9.0,john andrew harris,5557.0,alabama,2012.0,10.0,1.0,,,
6138,alabama,2.0,martha roby,Rep,House,38.0,R000591,11.0,,2012.0,27.0,10.0,martha roby,2968.0,alabama,2012.0,3.0,0.9999992,,,
6139,alabama,1.0,michael mccaul,Rep,,3651.0,M001157,1.0,,2012.0,1.0,11.0,mike rogers,2972.0,alabama,2012.0,9.0,0.83278143,,,
6140,alabama,7.0,michael rogers,Rep,,40.0,R000575,1.0,,2012.0,1.0,12.0,mike rogers,2972.0,alabama,2012.0,9.0,0.9623822,,,
6141,alabama,2.0,mike rogers,Rep,,40.0,R000575,2.0,,2012.0,4.0,13.0,mike rogers,2972.0,alabama,2012.0,9.0,0.99999976,,,
6142,alabama,4.0,mo brooks,Rep,,41.0,B001274,2.0,,2012.0,5.0,14.0,mo brooks,2737.0,alabama,2012.0,5.0,0.9999991,,,
6143,alabama,6.0,penny bailey,Rep,,45.0,,2.0,,2012.0,33.0,15.0,penny huggins bailey,5550.0,alabama,2012.0,12.0,0.9405001,,,
6144,alabama,4.0,r. parker griffith,Rep,,44.0,G000557,1.0,,2012.0,5.0,16.0,mo brooks,2737.0,alabama,2012.0,5.0,0.78802156,,,
6145,alabama,0.0,richard c. shelby,Sen,Senate,49.0,S000320,9.0,,2012.0,213.0,17.0,robert b. aderholt,2715.0,alabama,2012.0,1.0,0.8333398,,,
6146,alabama,6.0,rick larsen,Rep,,50.0,L000560,1.0,,2012.0,1.0,18.0,mike rogers,2972.0,alabama,2012.0,9.0,0.8115353,,,
6147,alabama,4.0,robert aderhold,Rep,,52.0,A000055,2.0,,2012.0,31.0,19.0,robert b. aderholt,2715.0,alabama,2012.0,1.0,0.930638,,,
6148,alabama,5.0,robert aderholt,Rep,,52.0,A000055,2.0,,2012.0,4.0,20.0,robert b. aderholt,2715.0,alabama,2012.0,1.0,0.97824776,,,
6149,alabama,0.0,robert bentley,Gov,,53.0,,3.0,,2012.0,217.0,21.0,robert b. aderholt,2715.0,alabama,2012.0,1.0,0.8723854,,,
6150,alabama,1.0,spencer bachus,Rep,,56.0,B000013,1.0,,2012.0,1.0,22.0,spencer bachus,2717.0,alabama,2012.0,11.0,0.9999998,,,
6151,alabama,6.0,terri a. sewell,Rep,,60.0,S001185,2.0,,2012.0,2.0,23.0,terri a. sewell,3001.0,alabama,2012.0,8.0,0.99999917,,,
6152,alabama,7.0,terri sewell,Rep,House,60.0,S001185,9.0,,2012.0,25.0,24.0,terri a. sewell,3001.0,alabama,2012.0,8.0,0.97781736,,,
6153,alabama,2.0,therese ford,Rep,,64.0,,2.0,,2012.0,28.0,25.0,therese ford,5555.0,alabama,2012.0,2.0,1.0000001,,,
6154,alabama,5.0,tom rooney,Rep,,64.0,,1.0,,2012.0,1.0,26.0,mike rogers,2972.0,alabama,2012.0,9.0,0.82395077,,,
6155,alabama,1.0,travis childers,Rep,,67.0,C001074,1.0,,2012.0,1.0,27.0,john andrew harris,5557.0,alabama,2012.0,10.0,0.79630774,,,
6156,new mexico,3.0,alexis johnson,Rep,,2485.0,,0.0,,2020.0,88.0,0.0,alexis martinez johnson,10553.0,new mexico,2020.0,0.0,0.9406071,,,
6157,new mexico,0.0,ben ray lujan,Sen,,2488.0,L000570,0.0,,2020.0,363.0,1.0,ben ray luján,2897.0,new mexico,2020.0,9.0,0.98352206,,,
6158,new mexico,1.0,deb haaland,Rep,,2492.0,H001080,0.0,,2020.0,165.0,2.0,debra a. haaland,8608.0,new mexico,2020.0,6.0,0.8861493,,,
6159,new mexico,0.0,mark ronchetti,Sen,,2505.0,,0.0,,2020.0,362.0,3.0,mark v. ronchetti,10276.0,new mexico,2020.0,7.0,0.9482342,,,
6160,new mexico,0.0,martin heinrich,Sen,Senate,529.0,H001046,9.0,,2020.0,363.0,4.0,alexis martinez johnson,10553.0,new mexico,2020.0,0.0,0.8001882,,,
6161,new mexico,1.0,michelle garcia holmes,Rep,,2508.0,,0.0,,2020.0,165.0,5.0,michelle garcia holmes,10551.0,new mexico,2020.0,5.0,0.99999994,,,
6162,new mexico,0.0,michelle lujan grisham,Gov,,2509.0,L000580,0.0,,2020.0,363.0,6.0,michelle garcia holmes,10551.0,new mexico,2020.0,5.0,0.87123156,,,
6163,new mexico,3.0,teresa leger fernandez,Rep,House,2519.0,L000273,0.0,,2020.0,88.0,7.0,teresa leger fernandez,10552.0,new mexico,2020.0,1.0,0.99999994,,,
6164,new mexico,0.0,tom udall,Sen,,2521.0,U000039,13.0,,2020.0,363.0,8.0,bob walsh,8547.0,new mexico,2020.0,8.0,0.80376333,,,
6165,new mexico,2.0,xochitl torres small,Rep,House,2522.0,T000484,1.0,,2020.0,110.0,9.0,xochitl torres small,8601.0,new mexico,2020.0,4.0,1.0,,,
6166,new mexico,2.0,yvette herrell,Rep,House,2523.0,H001084,1.0,,2020.0,109.0,10.0,yvette herrell,8602.0,new mexico,2020.0,2.0,1.0,,,
6167,missouri,2.0,ann wagner,Rep,House,2176.0,W000812,9.0,,2012.0,63.0,0.0,ann wagner,3104.0,missouri,2012.0,14.0,0.9999964,,,
6168,missouri,7.0,billy long,Rep,House,2182.0,L000576,11.0,,2012.0,68.0,1.0,billy long,2893.0,missouri,2012.0,20.0,0.9999952,,,
6169,missouri,2.0,blaine luetkemeyer,Rep,,2183.0,L000569,1.0,,2012.0,2.0,2.0,blaine luetkemeyer,2896.0,missouri,2012.0,2.0,0.999999,,,
6170,missouri,5.0,bruce braley,Rep,,105.0,B001259,1.0,,2012.0,1.0,3.0,blaine luetkemeyer,2896.0,missouri,2012.0,2.0,0.8464021,,,
6171,missouri,0.0,claire mccaskill,Sen,Senate,2186.0,M001170,14.0,,2012.0,424.0,4.0,claire mccaskill,997.0,missouri,2012.0,35.0,0.99999845,,,
6172,missouri,3.0,douglas lamborn,Rep,,116.0,L000564,1.0,,2012.0,1.0,5.0,randy langkraehr,3266.0,missouri,2012.0,27.0,0.8206331,,,
6173,missouri,5.0,emanuel cleaver,Rep,House,917.0,C001061,12.0,,2012.0,51.0,6.0,emanuel cleaver ii,2762.0,missouri,2012.0,26.0,0.9710771,,,
6174,missouri,4.0,emanuel cleaver ii,Rep,,917.0,C001061,2.0,,2012.0,3.0,7.0,emanuel cleaver ii,2762.0,missouri,2012.0,26.0,0.9999981,,,
6175,missouri,6.0,"emanuel cleaver, ii",Rep,,917.0,C001061,1.0,,2012.0,1.0,8.0,emanuel cleaver ii,2762.0,missouri,2012.0,26.0,0.98688525,,,
6176,missouri,3.0,eric c. mayer,Rep,,2197.0,,2.0,,2012.0,53.0,9.0,eric c. mayer,4937.0,missouri,2012.0,1.0,0.9999972,,,
6177,missouri,2.0,glenn koenen,Rep,,2202.0,,2.0,,2012.0,36.0,10.0,glenn m. koenen,4935.0,missouri,2012.0,15.0,0.9807111,,,
6178,missouri,1.0,gregg harper,Rep,,2147.0,H001045,1.0,,2012.0,1.0,11.0,greg cowan,4922.0,missouri,2012.0,7.0,0.8361936,,,
6179,missouri,3.0,ike skelton,Rep,,1567.0,S000465,1.0,,2012.0,9.0,12.0,steven wilson,4950.0,missouri,2012.0,0.0,0.8074336,,,
6180,missouri,8.0,jack rushin,Rep,,2205.0,,2.0,,2012.0,42.0,13.0,jack rushin,4944.0,missouri,2012.0,5.0,0.99999684,,,
6181,missouri,5.0,jacob turk,Rep,,2207.0,,9.0,,2012.0,52.0,14.0,jacob turk,3280.0,missouri,2012.0,25.0,0.9999974,,,
6182,missouri,0.0,jay nixon,Gov,,2213.0,,10.0,,2012.0,431.0,15.0,jay nixon,2480.0,missouri,2012.0,37.0,0.99999684,,,
6183,missouri,2.0,jeff miller,Rep,,957.0,M001144,1.0,,2012.0,1.0,16.0,jim evans,3256.0,missouri,2012.0,21.0,0.83716196,,,
6184,missouri,1.0,jerry costello,Rep,,434.0,C000794,1.0,,2012.0,1.0,17.0,steven wilson,4950.0,missouri,2012.0,0.0,0.8153993,,,
6185,missouri,7.0,jim evans,Rep,,2217.0,,4.0,,2012.0,68.0,18.0,jim evans,3256.0,missouri,2012.0,21.0,0.99999946,,,
6186,missouri,3.0,jo ann emerson,Rep,,2218.0,E000172,2.0,,2012.0,1.0,19.0,jo ann emerson,4923.0,missouri,2012.0,3.0,0.9999969,,,
6187,missouri,6.0,kyle yarber,Rep,,2227.0,,2.0,,2012.0,52.0,20.0,kyle yarber,4951.0,missouri,2012.0,19.0,0.9999981,,,
6188,missouri,1.0,lacy clay,Rep,,1553.0,C001049,2.0,,2012.0,31.0,21.0,william lacy clay,2761.0,missouri,2012.0,11.0,0.91755545,,,
6189,missouri,1.0,robyn hamlin,Rep,,2238.0,,3.0,,2012.0,47.0,22.0,robyn hamlin,4928.0,missouri,2012.0,12.0,0.99999994,,,
6190,missouri,0.0,roy blunt,Sen,Senate,230.0,B000575,11.0,,2012.0,423.0,23.0,robyn hamlin,4928.0,missouri,2012.0,12.0,0.81813425,,,
6191,missouri,1.0,russ carnahan,Rep,,2239.0,C001060,2.0,,2012.0,21.0,24.0,russ lee monchil,3271.0,missouri,2012.0,17.0,0.83880454,,,
6192,missouri,1.0,sam graves,Rep,,621.0,G000546,1.0,,2012.0,1.0,25.0,sam graves,2827.0,missouri,2012.0,18.0,0.99999917,,,
6193,missouri,4.0,teresa hensley,Rep,,2244.0,,2.0,,2012.0,47.0,26.0,teresa hensley,4931.0,missouri,2012.0,9.0,0.99999857,,,
6194,missouri,0.0,todd akin,Sen,,2246.0,A000358,2.0,,2012.0,423.0,27.0,todd akin,1000.0,missouri,2012.0,33.0,0.99999726,,,
6195,missouri,3.0,vicky hartzler,Rep,,2249.0,H001053,2.0,,2012.0,9.0,28.0,vicky hartzler,2841.0,missouri,2012.0,6.0,0.9999948,,,
6196,missouri,2.0,"william 'lacy' clay, jr.",Rep,,1553.0,C001049,2.0,,2012.0,9.0,29.0,william lacy clay,2761.0,missouri,2012.0,11.0,0.95261496,,,
6197,missouri,1.0,william akin,Rep,,2246.0,A000358,1.0,,2012.0,1.0,30.0,todd akin,1000.0,missouri,2012.0,33.0,0.88942933,,,
6198,missouri,1.0,"william clay, jr.",Rep,,1553.0,C001049,2.0,,2012.0,3.0,31.0,william lacy clay,2761.0,missouri,2012.0,11.0,0.92486346,,,
6199,missouri,1.0,wm lacy clay,Rep,,1553.0,C001049,2.0,,2012.0,16.0,32.0,william lacy clay,2761.0,missouri,2012.0,11.0,0.93738985,,,
6200,texas,9.0,al green,Rep,House,3495.0,G000553,15.0,,2008.0,20.0,0.0,al green,2829.0,texas,2008.0,3.0,0.99999714,,,
6201,texas,31.0,brian p. ruiz,Rep,,3509.0,,1.0,,2008.0,22.0,1.0,brian p. ruiz,17313.0,texas,2008.0,59.0,0.9999992,,,
6202,texas,20.0,charles a. gonzales,Rep,,3516.0,G000544,1.0,,2008.0,40.0,2.0,charles a. gonzalez,13994.0,texas,2008.0,80.0,0.9781238,,,
6203,texas,17.0,chet edwards,Rep,,3519.0,E000063,6.0,,2008.0,46.0,3.0,thomas edwards,8485.0,texas,2008.0,43.0,0.88301414,,,
6204,texas,23.0,ciro d. rodriguez,Rep,House,884.0,R000568,1.0,,2008.0,50.0,4.0,ciro d. rodriguez,8486.0,texas,2008.0,54.0,0.9999972,,,
6205,texas,19.0,dwight fullingim,Rep,,3539.0,,1.0,,2008.0,19.0,5.0,dwight b. fullingim,17254.0,texas,2008.0,48.0,0.9774892,,,
6206,texas,30.0,eddie bernice johnson,Rep,House,361.0,J000126,12.0,,2008.0,33.0,6.0,eddie bernice johnson,2863.0,texas,2008.0,62.0,0.99999994,,,
6207,texas,15.0,eddie zamora,Rep,,3541.0,,3.0,,2008.0,14.0,7.0,eddie zamora,4076.0,texas,2008.0,35.0,0.9999982,,,
6208,texas,32.0,eric nelson roberson,Rep,,3546.0,,1.0,,2008.0,19.0,8.0,eric n. roberson,17319.0,texas,2008.0,52.0,0.9651569,,,
6209,texas,29.0,eric story,Rep,,3547.0,,1.0,,2008.0,3.0,9.0,eric n. roberson,17319.0,texas,2008.0,52.0,0.88253385,,,
6210,texas,30.0,fred wood,Rep,,3553.0,,1.0,,2008.0,3.0,10.0,fred a. wood,17306.0,texas,2008.0,61.0,0.9396916,,,
6211,texas,29.0,gene green,Rep,,3556.0,G000410,14.0,,2008.0,13.0,11.0,gene green,2830.0,texas,2008.0,13.0,0.999999,,,
6212,texas,25.0,george l. morovich,Rep,,3559.0,,1.0,,2008.0,8.0,12.0,george l. morovich,17279.0,texas,2008.0,44.0,0.99999774,,,
6213,texas,4.0,glenn melancon,Rep,,3561.0,,2.0,,2008.0,24.0,13.0,glenn melancon,16042.0,texas,2008.0,15.0,0.99995255,,,
6214,texas,28.0,henry cuellar,Rep,House,3570.0,C001063,15.0,,2008.0,33.0,14.0,henry cuellar,2776.0,texas,2008.0,82.0,0.9998395,,,
6215,texas,5.0,jeb hensarling,Rep,House,714.0,H001036,15.0,,2008.0,42.0,15.0,jeb hensarling,2845.0,texas,2008.0,72.0,0.99999726,,,
6216,texas,28.0,jim fish,Rep,,3589.0,,1.0,,2008.0,16.0,16.0,james fish,17294.0,texas,2008.0,83.0,0.9327269,,,
6217,texas,6.0,joe barton,Rep,,3593.0,B000213,15.0,,2008.0,46.0,17.0,joe barton,2720.0,texas,2008.0,66.0,0.99999785,,,
6218,texas,0.0,john cornyn,Sen,Senate,3595.0,C001056,14.0,,2008.0,1434.0,18.0,john cornyn,1699.0,texas,2008.0,89.0,0.9999968,,,
6219,texas,7.0,john culberson,Rep,House,3348.0,C001048,14.0,,2008.0,43.0,19.0,john abney culberson,2777.0,texas,2008.0,38.0,0.93621117,,,
6220,texas,18.0,john m. faulk,Rep,,3596.0,,1.0,,2008.0,6.0,20.0,john faulk,17250.0,texas,2008.0,9.0,0.96969503,,,
6221,texas,31.0,john rice carter,Rep,,3594.0,C001051,1.0,,2008.0,41.0,21.0,john carter,2752.0,texas,2008.0,58.0,0.9192537,,,
6222,texas,0.0,kay bailey hutchison,Sen,,3611.0,H001016,4.0,,2008.0,1623.0,22.0,kay granger,2826.0,texas,2008.0,22.0,0.8327595,,,
6223,texas,12.0,kay granger,Rep,House,3612.0,G000377,15.0,,2008.0,53.0,23.0,kay granger,2826.0,texas,2008.0,22.0,0.99999785,,,
6224,texas,26.0,ken leach,Rep,,3614.0,,1.0,,2008.0,26.0,24.0,ken leach,17286.0,texas,2008.0,28.0,0.9999987,,,
6225,texas,24.0,kenny e. marchant,Rep,,3616.0,M001158,1.0,,2008.0,31.0,25.0,kenny marchant,2901.0,texas,2008.0,23.0,0.97326136,,,
6226,texas,8.0,kent hargett,Rep,,3617.0,,2.0,,2008.0,16.0,26.0,kent hargett,17205.0,texas,2008.0,76.0,0.999998,,,
6227,texas,8.0,kevin brady,Rep,,3619.0,B000755,15.0,,2008.0,36.0,27.0,kevin brady,2734.0,texas,2008.0,78.0,0.99999815,,,
6228,texas,21.0,lamar smith,Rep,,729.0,S000583,10.0,,2008.0,70.0,28.0,lamar smith,3011.0,texas,2008.0,74.0,0.99999696,,,
6229,texas,10.0,larry joe doherty,Rep,,3623.0,,1.0,,2008.0,41.0,29.0,larry joe doherty,10100.0,texas,2008.0,17.0,0.9999987,,,
6230,texas,25.0,lloyd doggett,Rep,,3630.0,D000399,8.0,,2008.0,30.0,30.0,lloyd doggett,2790.0,texas,2008.0,45.0,0.9999985,,,
6231,texas,1.0,louie gohmert,Rep,House,518.0,G000552,15.0,,2008.0,43.0,31.0,louie gohmert,2822.0,texas,2008.0,85.0,0.99987924,,,
6232,texas,6.0,ludwig otto,Rep,,3634.0,,1.0,,2008.0,17.0,32.0,ludwig otto,17197.0,texas,2008.0,67.0,0.99988085,,,
6233,texas,23.0,lyle t. larson,Rep,,3636.0,,1.0,,2008.0,34.0,33.0,lyle t. larson,17271.0,texas,2008.0,56.0,0.9999988,,,
6234,texas,13.0,mac thornberry,Rep,,3638.0,T000238,14.0,,2008.0,43.0,34.0,mac thornberry,3020.0,texas,2008.0,7.0,0.99999744,,,
6235,texas,26.0,michael c. burgess,Rep,House,1711.0,B001248,3.0,,2008.0,62.0,35.0,michael c. burgess,2742.0,texas,2008.0,27.0,0.9999995,,,
6236,texas,7.0,michael skelly,Rep,,3652.0,,1.0,,2008.0,37.0,36.0,michael peter skelly,9971.0,texas,2008.0,39.0,0.96798486,,,
6237,texas,10.0,michael t. mccaul,Rep,House,3651.0,M001157,2.0,,2008.0,65.0,37.0,michael t. mccaul,2907.0,texas,2008.0,18.0,0.9999974,,,
6238,texas,11.0,mike conaway,Rep,,3608.0,C001062,11.0,,2008.0,50.0,38.0,mike conaway,2768.0,texas,2008.0,5.0,0.99999875,,,
6239,texas,22.0,nick lampson,Rep,,3661.0,L000043,1.0,,2008.0,47.0,39.0,nicholas v. lampson,8363.0,texas,2008.0,69.0,0.8818847,,,
6240,texas,22.0,pete olson,Rep,House,3672.0,O000168,13.0,,2008.0,39.0,40.0,pete olson,2939.0,texas,2008.0,71.0,0.9999958,,,
6241,texas,32.0,pete sessions,Rep,House,3673.0,S000250,14.0,,2008.0,50.0,41.0,peter sessions,3000.0,texas,2008.0,50.0,0.9385356,,,
6242,texas,4.0,ralph m. hall,Rep,,1035.0,H000067,2.0,,2008.0,58.0,42.0,ralph m. hall,2837.0,texas,2008.0,16.0,0.99999785,,,
6243,texas,19.0,randy neugebauer,Rep,House,3675.0,N000182,13.0,,2008.0,48.0,43.0,randy neugebauer,2933.0,texas,2008.0,47.0,0.99999833,,,
