state,district,candidate,type,chamber,Unique_Project_ID,bioguide_id,Ran prior to 2019,Notes,year,obs
minnesota,8,Rick Nolan,Rep,,2110,N000127,9,,2016,128
minnesota,8,Rick Nolan,Rep,,2110,N000127,9,,2017,41
minnesota,8,Rick Nolan,Rep,,2110,N000127,9,,2018,114
minnesota,8,Rod Grams,Rep,,2111,G000367,1,,2006,87
minnesota,1,Ron Kind,Rep,,2112,K000188,1,,2012,2
minnesota,4,Sharna Wahlgren,Rep,,2113,,2,,2014,31
minnesota,4,Sharna Wahlgren,Rep,,2113,,2,,2014,143
minnesota,3,Sharon Sund,Rep,,2114,,2,,2014,26
minnesota,3,Sharon Sund,Rep,,2114,,2,,2014,132
minnesota,2,Shelley Madore,Rep,,2115,,1,,2010,117
minnesota,2,"Stephen Todd ""Steve"" Sarvi",Rep,,2116,,1,,2008,24
minnesota,8,Stewart Mills,Rep,,2117,,3,,2014,28
minnesota,8,Stewart Mills,Rep,,2117,,3,,2014,135
minnesota,8,Stewart Mills,Rep,,2117,,3,,2016,128
minnesota,6,Tarryl Clark,Rep,,2118,,1,,2010,104
minnesota,6,Tawnja Zahradka,Rep,,2119,,0,,2020,120
minnesota,4,Teresa Collett,Rep,,2120,,1,,2010,121
minnesota,3,Terri E. Bonoff,Rep,,2121,,1,,2016,149
minnesota,1,Tim  Walz,Rep,,1070,W000799,1,,2009,35
minnesota,0,Tim Pawlenty,Gov,,2122,,2,,2006,689
minnesota,0,Tim Pawlenty,Gov,,2122,,2,,2010,914
minnesota,0,Tim Walz,Gov,,1070,W000799,0,,2019,291
minnesota,0,Tim Walz,Gov,,1070,W000799,0,,2020,1007
minnesota,0,Tim Walz,Gov,,1070,W000799,0,,2021,412
minnesota,0,Tim Walz,Gov,,1070,W000799,0,,2022,993
minnesota,1,Tim Walz,Rep,House,1070,W000799,11,,2006,60
minnesota,1,Tim Walz,Rep,House,1070,W000799,11,,2012,37
minnesota,1,Tim Walz,Rep,House,1070,W000799,11,,2014,14
minnesota,1,Tim Walz,Rep,House,1070,W000799,11,,2011,57
minnesota,1,Tim Walz,Rep,House,1070,W000799,11,,2012,103
minnesota,1,Tim Walz,Rep,House,1070,W000799,11,,2013,30
minnesota,1,Tim Walz,Rep,House,1070,W000799,11,,2014,105
minnesota,1,Tim Walz,Rep,House,1070,W000799,11,,2015,25
minnesota,1,Tim Walz,Rep,House,1070,W000799,11,,2016,115
minnesota,1,Tim Walz,Rep,House,1070,W000799,11,,2017,35
minnesota,1,Tim Walz,Rep,House,1070,W000799,11,,2018,104
minnesota,2,Tim Walz,Rep,,1070,W000799,2,,2012,2
minnesota,2,Tim Walz,Rep,,1070,W000799,2,,2012,2
minnesota,3,Tim Walz,Rep,,1070,W000799,1,,2012,1
minnesota,7,Tim Walz,Rep,,1070,W000799,2,,2012,3
minnesota,7,Tim Walz,Rep,,1070,W000799,2,,2012,5
minnesota,1,"Timothy J. ""Tim"" Walz",Rep,,1070,W000799,1,,2008,50
minnesota,0,Timothy James Pawlenty,Gov,,2122,,1,,2009,215
minnesota,1,Timothy Walz,Rep,,1070,W000799,2,,2007,12
minnesota,1,Timothy Walz,Rep,,1070,W000799,2,,2010,80
minnesota,0,Tina Smith,Sen,Senate,2123,S001203,1,,2018,989
minnesota,0,Tina Smith,Sen,Senate,2123,S001203,1,,2019,291
minnesota,0,Tina Smith,Sen,Senate,2123,S001203,1,,2020,1007
minnesota,0,Tina Smith,Sen,Senate,2123,S001203,1,,2021,412
minnesota,0,Tina Smith,Sen,Senate,2123,S001203,1,,2022,993
minnesota,6,Tom Emmer,Rep,,2124,E000294,6,,2014,17
minnesota,6,Tom Emmer,Rep,,2124,E000294,6,,2014,116
minnesota,6,Tom Emmer,Rep,,2124,E000294,6,,2015,26
minnesota,6,Tom Emmer,Rep,,2124,E000294,6,,2016,124
minnesota,6,Tom Emmer,Rep,,2124,E000294,6,,2017,36
minnesota,6,Tom Emmer,Rep,,2124,E000294,6,,2018,109
minnesota,6,Tom Emmer,Rep,,2124,E000294,6,,2019,40
minnesota,6,Tom Emmer,Rep,,2124,E000294,6,,2020,119
minnesota,6,Tom Emmer,Rep,,2124,E000294,6,,2021,43
minnesota,6,Tom Emmer,Rep,,2124,E000294,6,,2022,105
minnesota,3,Tom Weiler,Rep,,4346,,0,,2022,124
minnesota,4,Tony Hernandez,Rep,,2125,,2,,2012,54
minnesota,4,Tony Hernandez,Rep,,2125,,2,,2012,129
minnesota,7,Torrey Westrom,Rep,,2126,,2,,2014,22
minnesota,7,Torrey Westrom,Rep,,2126,,2,,2014,118
minnesota,2,Tyler Kistner,Rep,,2127,,0,,2020,117
minnesota,2,Tyler Kistner,Rep,,2127,,0,,2022,115
minnesota,3,Wendy Wilde,Rep,,2128,,1,,2006,97
mississippi,1,Alan Nunnelee,Rep,House,2129,N000186,6,,2012,30
mississippi,1,Alan Nunnelee,Rep,House,2129,N000186,6,,2014,14
mississippi,1,Alan Nunnelee,Rep,House,2129,N000186,6,,2011,36
mississippi,1,Alan Nunnelee,Rep,House,2129,N000186,6,,2012,106
mississippi,1,Alan Nunnelee,Rep,House,2129,N000186,6,,2013,31
mississippi,1,Alan Nunnelee,Rep,House,2129,N000186,6,,2014,89
mississippi,2,Alan Nunnelee,Rep,,2129,N000186,2,,2012,1
mississippi,2,Alan Nunnelee,Rep,,2129,N000186,2,,2012,5
mississippi,0,Albert Gore,Sen,,2130,,2,,2012,117
mississippi,0,Albert Gore,Sen,,2130,,2,,2012,414
mississippi,1,Antonia Eliason,Rep,,2131,,0,,2020,114
mississippi,2,Bennie G Thompson,Rep,,2132,T000193,1,,2013,27
mississippi,3,Bennie G Thompson,Rep,,2132,T000193,2,,2012,3
mississippi,3,Bennie G Thompson,Rep,,2132,T000193,2,,2012,4
mississippi,4,Bennie G Thompson,Rep,,2132,T000193,1,,2012,1
mississippi,2,Bennie G. Thompson,Rep,,2132,T000193,2,,2006,31
mississippi,2,Bennie G. Thompson,Rep,,2132,T000193,2,,2008,48
mississippi,2,Bennie Thompson,Rep,House,2132,T000193,10,,2007,12
mississippi,2,Bennie Thompson,Rep,House,2132,T000193,10,,2009,24
mississippi,2,Bennie Thompson,Rep,House,2132,T000193,10,,2014,14
mississippi,2,Bennie Thompson,Rep,House,2132,T000193,10,,2010,66
mississippi,2,Bennie Thompson,Rep,House,2132,T000193,10,,2011,27
mississippi,2,Bennie Thompson,Rep,House,2132,T000193,10,,2014,94
mississippi,2,Bennie Thompson,Rep,House,2132,T000193,10,,2015,26
mississippi,2,Bennie Thompson,Rep,House,2132,T000193,10,,2016,111
mississippi,2,Bennie Thompson,Rep,House,2132,T000193,10,,2017,41
mississippi,2,Bennie Thompson,Rep,House,2132,T000193,10,,2018,95
mississippi,2,Bennie Thompson,Rep,House,2132,T000193,10,,2019,37
mississippi,2,Bennie Thompson,Rep,House,2132,T000193,10,,2020,113
mississippi,2,Bennie Thompson,Rep,House,2132,T000193,10,,2021,49
mississippi,2,Bennie Thompson,Rep,House,2132,T000193,10,,2022,148
mississippi,2,Bernie Thompson,Rep,,2132,T000193,2,,2012,23
mississippi,2,Bernie Thompson,Rep,,2132,T000193,2,,2012,99
mississippi,2,Bill Marcy,Rep,,2133,,2,,2012,22
mississippi,2,Bill Marcy,Rep,,2133,,2,,2012,99
mississippi,1,Brad Morris,Rep,,2134,,2,,2012,31
mississippi,1,Brad Morris,Rep,,2134,,2,,2012,104
mississippi,2,Brian Flowers,Rep,,2135,,0,,2020,113
mississippi,2,Brian Flowers,Rep,,2135,,0,,2022,148
mississippi,3,"Charles W. ""Chip"" Pickering",Rep,,2136,P000323,2,,2006,66
mississippi,3,"Charles W. ""Chip"" Pickering",Rep,,2136,P000323,2,,2008,53
mississippi,3,Chip Pickering,Rep,,2136,P000323,1,,2007,24
mississippi,0,Cindy Hyde-Smith,Sen,Senate,2137,H001079,1,,2018,434
mississippi,0,Cindy Hyde-Smith,Sen,Senate,2137,H001079,1,,2019,131
mississippi,0,Cindy Hyde-Smith,Sen,Senate,2137,H001079,1,,2020,462
mississippi,0,Cindy Hyde-Smith,Sen,Senate,2137,H001079,1,,2021,187
mississippi,0,Cindy Hyde-Smith,Sen,Senate,2137,H001079,1,,2022,481
mississippi,3,Crystal C. Biggs,Rep,,2138,,2,,2012,13
mississippi,3,Crystal C. Biggs,Rep,,2138,,2,,2012,2
mississippi,0,David Baria,Sen,,2139,,1,,2018,433
mississippi,3,Dennis Quinn,Rep,,2140,,1,,2016,98
mississippi,1,Dianne Black,Rep,,4347,,0,,2022,117
mississippi,3,Dot Benford,Rep,,2141,,0,,2020,96
mississippi,3,Doug Magee,Rep,,2142,,2,,2014,10
mississippi,3,Doug Magee,Rep,,2142,,2,,2014,88
mississippi,0,Erik Fleming,Sen,,2143,,2,,2006,194
mississippi,0,Erik Fleming,Sen,,2143,,2,,2008,83
mississippi,1,Frank LoBiondo,Rep,,2144,L000554,1,,2012,1
mississippi,4,Gene Taylor,Rep,,2145,T000074,6,,2006,49
mississippi,4,Gene Taylor,Rep,,2145,T000074,6,,2007,18
mississippi,4,Gene Taylor,Rep,,2145,T000074,6,,2008,61
mississippi,4,Gene Taylor,Rep,,2145,T000074,6,,2009,33
mississippi,4,Gene Taylor,Rep,,2145,T000074,6,,2012,28
mississippi,4,Gene Taylor,Rep,,2145,T000074,6,,2010,119
mississippi,1,Greg Davis,Rep,,2146,,1,,2008,46
mississippi,1,Gregg Harper,Rep,,2147,H001045,2,,2012,1
mississippi,1,Gregg Harper,Rep,,2147,H001045,2,,2012,1
mississippi,2,Gregg Harper,Rep,,2147,H001045,1,,2012,4
mississippi,3,Gregg Harper,Rep,House,2147,H001045,13,,2008,35
mississippi,3,Gregg Harper,Rep,House,2147,H001045,13,,2009,34
mississippi,3,Gregg Harper,Rep,House,2147,H001045,13,,2012,39
mississippi,3,Gregg Harper,Rep,House,2147,H001045,13,,2014,10
mississippi,3,Gregg Harper,Rep,House,2147,H001045,13,,2010,115
mississippi,3,Gregg Harper,Rep,House,2147,H001045,13,,2011,45
mississippi,3,Gregg Harper,Rep,House,2147,H001045,13,,2012,113
mississippi,3,Gregg Harper,Rep,House,2147,H001045,13,,2013,40
mississippi,3,Gregg Harper,Rep,House,2147,H001045,13,,2014,88
mississippi,3,Gregg Harper,Rep,House,2147,H001045,13,,2015,27
mississippi,3,Gregg Harper,Rep,House,2147,H001045,13,,2016,98
mississippi,3,Gregg Harper,Rep,House,2147,H001045,13,,2017,28
mississippi,3,Gregg Harper,Rep,House,2147,H001045,13,,2018,111
mississippi,0,Haley Barbour,Gov,,2148,,3,,2006,191
mississippi,0,Haley Barbour,Gov,,2148,,3,,2010,402
mississippi,0,Haley Barbour,Gov,,2148,,3,,2011,157
mississippi,0,Haley Reeves Barbour,Gov,,2148,,1,,2009,112
mississippi,2,Irving Harris,Rep,,2149,,1,,2018,94
mississippi,1,Jacob Owens,Rep,,2150,,1,,2016,87
mississippi,4,Jeramey Anderson,Rep,,2151,,1,,2018,124
mississippi,3,Joel Gill,Rep,,2152,,1,,2010,116
mississippi,3,Joel L. Gill,Rep,,2152,,1,,2008,19
mississippi,2,John Bouie II,Rep,,2153,,1,,2016,113
mississippi,4,"John McCay, III",Rep,,2154,,1,,2008,27
mississippi,4,Johnny DuPree,Rep,,4348,,0,,2022,117
mississippi,1,Ken Hurt,Rep,,2155,,1,,2006,51
mississippi,4,Mark Gladney,Rep,,2156,,1,,2016,106
mississippi,4,Matt Moore,Rep,,2157,,4,,2012,22
mississippi,4,Matt Moore,Rep,,2157,,4,,2014,9
mississippi,4,Matt Moore,Rep,,2157,,4,,2012,96
mississippi,4,Matt Moore,Rep,,2157,,4,,2014,100
mississippi,3,Michael Evans,Rep,,2158,,1,,2018,108
mississippi,3,Michael Guest,Rep,House,2159,G000591,1,,2018,109
mississippi,3,Michael Guest,Rep,House,2159,G000591,1,,2019,34
mississippi,3,Michael Guest,Rep,House,2159,G000591,1,,2020,96
mississippi,3,Michael Guest,Rep,House,2159,G000591,1,,2021,40
mississippi,3,Michael Guest,Rep,House,2159,G000591,1,,2022,100
mississippi,4,Michael Herrington,Rep,,2160,,2,,2012,7
mississippi,4,Michael Herrington,Rep,,2160,,2,,2012,2
mississippi,0,Mike Espy,Sen,,2161,E000218,1,,2018,433
mississippi,0,Mike Espy,Sen,,2161,E000218,1,,2020,462
mississippi,4,Mike Ezell,Rep,House,4575,E000235,0,,2022,117
mississippi,1,Patrick Nunnelee,Rep,,2129,N000186,1,,2010,91
mississippi,0,Phil Bryant,Gov,,2162,,9,,2012,121
mississippi,0,Phil Bryant,Gov,,2162,,9,,2014,47
mississippi,0,Phil Bryant,Gov,,2162,,9,,2012,417
mississippi,0,Phil Bryant,Gov,,2162,,9,,2013,120
mississippi,0,Phil Bryant,Gov,,2162,,9,,2014,379
mississippi,0,Phil Bryant,Gov,,2162,,9,,2015,101
mississippi,0,Phil Bryant,Gov,,2162,,9,,2016,407
mississippi,0,Phil Bryant,Gov,,2162,,9,,2017,132
mississippi,0,Phil Bryant,Gov,,2162,,9,,2018,435
mississippi,0,Phil Bryant,Gov,,2162,,9,,2019,131
mississippi,4,Randy McDonnell,Rep,,2163,,1,,2006,48
mississippi,1,Randy Wadkins,Rep,,2164,,1,,2018,106
mississippi,2,Richard Cook,Rep,,2165,,1,,2008,9
mississippi,0,Roger F. Wicker,Sen,Senate,2166,W000437,3,,2014,46
mississippi,0,Roger F. Wicker,Sen,Senate,2166,W000437,3,,2013,119
mississippi,0,Roger F. Wicker,Sen,Senate,2166,W000437,3,,2014,371
mississippi,1,Roger F. Wicker,Rep,House,2166,W000437,1,,2006,48
mississippi,0,Roger Frederick Wicker,Sen,,2166,W000437,1,,2009,111
mississippi,0,Roger Wicker,Sen,,2166,W000437,9,,2008,206
mississippi,0,Roger Wicker,Sen,,2166,W000437,9,,2012,118
mississippi,0,Roger Wicker,Sen,,2166,W000437,9,,2010,395
mississippi,0,Roger Wicker,Sen,,2166,W000437,9,,2011,154
mississippi,0,Roger Wicker,Sen,,2166,W000437,9,,2012,416
mississippi,0,Roger Wicker,Sen,,2166,W000437,9,,2015,101
mississippi,0,Roger Wicker,Sen,,2166,W000437,9,,2016,403
mississippi,0,Roger Wicker,Sen,,2166,W000437,9,,2017,132
mississippi,0,Roger Wicker,Sen,,2166,W000437,9,,2018,432
mississippi,0,Roger Wicker,Sen,,2166,W000437,9,,2019,131
mississippi,0,Roger Wicker,Sen,,2166,W000437,9,,2020,462
mississippi,0,Roger Wicker,Sen,,2166,W000437,9,,2021,188
mississippi,0,Roger Wicker,Sen,,2166,W000437,9,,2022,482
mississippi,1,Roger Wicker,Rep,,2166,W000437,1,,2007,15
mississippi,1,Ron Dickey,Rep,,2167,,2,,2014,13
mississippi,1,Ron Dickey,Rep,,2167,,2,,2014,90
mississippi,0,Ronnie Musgrove,Sen,,2168,,1,,2008,220
mississippi,2,Shelley Shoemake,Rep,,2169,,2,,2014,14
mississippi,2,Shelley Shoemake,Rep,,2169,,2,,2014,92
mississippi,3,Shuwaski Young,Rep,,4349,,0,,2022,100
mississippi,3,Steven Palazzo,Rep,,2170,P000601,1,,2012,1
mississippi,4,Steven Palazzo,Rep,House,2170,P000601,11,,2012,30
mississippi,4,Steven Palazzo,Rep,House,2170,P000601,11,,2014,9
mississippi,4,Steven Palazzo,Rep,House,2170,P000601,11,,2010,119
mississippi,4,Steven Palazzo,Rep,House,2170,P000601,11,,2011,46
mississippi,4,Steven Palazzo,Rep,House,2170,P000601,11,,2012,99
mississippi,4,Steven Palazzo,Rep,House,2170,P000601,11,,2013,20
mississippi,4,Steven Palazzo,Rep,House,2170,P000601,11,,2014,101
mississippi,4,Steven Palazzo,Rep,House,2170,P000601,11,,2015,23
mississippi,4,Steven Palazzo,Rep,House,2170,P000601,11,,2016,107
mississippi,4,Steven Palazzo,Rep,House,2170,P000601,11,,2017,32
mississippi,4,Steven Palazzo,Rep,House,2170,P000601,11,,2018,124
mississippi,4,Steven Palazzo,Rep,House,2170,P000601,11,,2019,31
mississippi,4,Steven Palazzo,Rep,House,2170,P000601,11,,2020,139
mississippi,4,Steven Palazzo,Rep,House,2170,P000601,11,,2021,57
mississippi,4,Steven Palazzo,Rep,House,2170,P000601,11,,2022,117
mississippi,0,Tate Reeves,Gov,,2171,,0,,2020,461
mississippi,0,Tate Reeves,Gov,,2171,,0,,2021,188
mississippi,0,Tate Reeves,Gov,,2171,,0,,2022,481
mississippi,0,Thad Cochran,Sen,,2172,C000567,13,,2006,192
mississippi,0,Thad Cochran,Sen,,2172,C000567,13,,2007,66
mississippi,0,Thad Cochran,Sen,,2172,C000567,13,,2008,203
mississippi,0,Thad Cochran,Sen,,2172,C000567,13,,2012,117
mississippi,0,Thad Cochran,Sen,,2172,C000567,13,,2014,46
mississippi,0,Thad Cochran,Sen,,2172,C000567,13,,2010,395
mississippi,0,Thad Cochran,Sen,,2172,C000567,13,,2011,154
mississippi,0,Thad Cochran,Sen,,2172,C000567,13,,2012,416
mississippi,0,Thad Cochran,Sen,,2172,C000567,13,,2013,119
mississippi,0,Thad Cochran,Sen,,2172,C000567,13,,2014,371
mississippi,0,Thad Cochran,Sen,,2172,C000567,13,,2015,101
mississippi,0,Thad Cochran,Sen,,2172,C000567,13,,2016,404
mississippi,0,Thad Cochran,Sen,,2172,C000567,13,,2017,132
mississippi,0,Travis Childers,Sen,,67,C001074,2,,2014,46
mississippi,0,Travis Childers,Sen,,67,C001074,2,,2014,370
mississippi,1,Travis Childers,Rep,,67,C001074,3,,2009,20
mississippi,1,Travis Childers,Rep,,67,C001074,3,,2012,29
mississippi,1,Travis Childers,Rep,,67,C001074,3,,2010,91
mississippi,2,Travis Childers,Rep,,67,C001074,1,,2012,2
mississippi,1,Travis W. Childers,Rep,House,67,C001074,1,,2008,50
mississippi,1,Trent Kelly,Rep,House,2173,K000388,4,,2015,25
mississippi,1,Trent Kelly,Rep,House,2173,K000388,4,,2016,87
mississippi,1,Trent Kelly,Rep,House,2173,K000388,4,,2017,31
mississippi,1,Trent Kelly,Rep,House,2173,K000388,4,,2018,104
mississippi,1,Trent Kelly,Rep,House,2173,K000388,4,,2019,29
mississippi,1,Trent Kelly,Rep,House,2173,K000388,4,,2020,114
mississippi,1,Trent Kelly,Rep,House,2173,K000388,4,,2021,42
mississippi,1,Trent Kelly,Rep,House,2173,K000388,4,,2022,117
mississippi,0,Trent Lott,Sen,,2174,L000447,2,,2006,192
mississippi,0,Trent Lott,Sen,,2174,L000447,2,,2007,73
mississippi,2,William Marcy,Rep,,2133,,1,,2010,66
mississippi,0,William Thad Cochran,Sen,Senate,2172,C000567,1,,2009,110
mississippi,2,Yvonne Brown,Rep,,2175,,1,,2006,31
mississippi,0,,Sen,,-99,,1,,2007,2
mississippi,8,,Rep,,-99,,1,,2007,1
missouri,1,Andrew Jones,Rep,,4350,,0,,2022,168
missouri,2,Ann Wagner,Rep,House,2176,W000812,9,,2012,63
missouri,2,Ann Wagner,Rep,House,2176,W000812,9,,2014,32
missouri,2,Ann Wagner,Rep,House,2176,W000812,9,,2012,168
missouri,2,Ann Wagner,Rep,House,2176,W000812,9,,2013,53
missouri,2,Ann Wagner,Rep,House,2176,W000812,9,,2014,162
missouri,2,Ann Wagner,Rep,House,2176,W000812,9,,2015,43
missouri,2,Ann Wagner,Rep,House,2176,W000812,9,,2016,183
missouri,2,Ann Wagner,Rep,House,2176,W000812,9,,2017,42
missouri,2,Ann Wagner,Rep,House,2176,W000812,9,,2018,180
missouri,2,Ann Wagner,Rep,House,2176,W000812,9,,2019,44
missouri,2,Ann Wagner,Rep,House,2176,W000812,9,,2020,157
missouri,2,Ann Wagner,Rep,House,2176,W000812,9,,2021,59
missouri,2,Ann Wagner,Rep,House,2176,W000812,9,,2022,174
missouri,1,Anthony Rogers,Rep,,2177,,0,FEC ID: H0MO01207,2020,187
missouri,2,Arthur Lieber,Rep,,2178,,3,,2014,32
missouri,2,Arthur Lieber,Rep,,2178,,3,,2010,159
missouri,2,Arthur Lieber,Rep,,2178,,3,,2014,161
missouri,8,Barbara Stocker,Rep,,2179,,2,,2014,24
missouri,8,Barbara Stocker,Rep,,2179,,2,,2014,118
missouri,3,Bethany Mann,Rep,,4351,,0,,2022,131
missouri,6,Bill Hedge,Rep,,2180,,2,,2014,28
missouri,6,Bill Hedge,Rep,,2180,,2,,2014,128
missouri,2,Bill Otto,Rep,,2181,,1,,2016,182
missouri,4,Billy Long,Rep,,2182,L000576,0,,2022,7
missouri,7,Billy Long,Rep,House,2182,L000576,11,,2012,68
missouri,7,Billy Long,Rep,House,2182,L000576,11,,2014,35
missouri,7,Billy Long,Rep,House,2182,L000576,11,,2010,170
missouri,7,Billy Long,Rep,House,2182,L000576,11,,2011,68
missouri,7,Billy Long,Rep,House,2182,L000576,11,,2012,168
missouri,7,Billy Long,Rep,House,2182,L000576,11,,2013,54
missouri,7,Billy Long,Rep,House,2182,L000576,11,,2014,135
missouri,7,Billy Long,Rep,House,2182,L000576,11,,2015,56
missouri,7,Billy Long,Rep,House,2182,L000576,11,,2016,168
missouri,7,Billy Long,Rep,House,2182,L000576,11,,2017,62
missouri,7,Billy Long,Rep,House,2182,L000576,11,,2018,263
missouri,7,Billy Long,Rep,House,2182,L000576,11,,2019,79
missouri,7,Billy Long,Rep,House,2182,L000576,11,,2020,203
missouri,7,Billy Long,Rep,House,2182,L000576,11,,2021,99
missouri,7,Billy Long,Rep,House,2182,L000576,11,,2022,191
missouri,2,Blaine Luetkemeyer,Rep,,2183,L000569,1,,2012,2
missouri,3,Blaine Luetkemeyer,Rep,House,2183,L000569,9,,2012,53
missouri,3,Blaine Luetkemeyer,Rep,House,2183,L000569,9,,2014,23
missouri,3,Blaine Luetkemeyer,Rep,House,2183,L000569,9,,2012,138
missouri,3,Blaine Luetkemeyer,Rep,House,2183,L000569,9,,2013,36
missouri,3,Blaine Luetkemeyer,Rep,House,2183,L000569,9,,2014,125
missouri,3,Blaine Luetkemeyer,Rep,House,2183,L000569,9,,2015,28
missouri,3,Blaine Luetkemeyer,Rep,House,2183,L000569,9,,2016,141
missouri,3,Blaine Luetkemeyer,Rep,House,2183,L000569,9,,2017,30
missouri,3,Blaine Luetkemeyer,Rep,House,2183,L000569,9,,2018,162
missouri,3,Blaine Luetkemeyer,Rep,House,2183,L000569,9,,2019,44
missouri,3,Blaine Luetkemeyer,Rep,House,2183,L000569,9,,2020,154
missouri,3,Blaine Luetkemeyer,Rep,House,2183,L000569,9,,2021,46
missouri,3,Blaine Luetkemeyer,Rep,House,2183,L000569,9,,2022,131
missouri,4,Blaine Luetkemeyer,Rep,,2183,L000569,2,,2012,16
missouri,4,Blaine Luetkemeyer,Rep,,2183,L000569,2,,2012,46
missouri,4,Blaine Luetkemeyer,Rep,,2183,L000569,2,,2022,1
missouri,6,Blaine Luetkemeyer,Rep,,2183,L000569,2,,2012,10
missouri,6,Blaine Luetkemeyer,Rep,,2183,L000569,2,,2012,18
missouri,8,Blaine Luetkemeyer,Rep,,2183,L000569,2,,2012,2
missouri,8,Blaine Luetkemeyer,Rep,,2183,L000569,2,,2012,8
missouri,9,Blaine Luetkemeyer,Rep,House,2183,L000569,4,,2008,57
missouri,9,Blaine Luetkemeyer,Rep,House,2183,L000569,4,,2009,36
missouri,9,Blaine Luetkemeyer,Rep,House,2183,L000569,4,,2010,134
missouri,9,Blaine Luetkemeyer,Rep,House,2183,L000569,4,,2011,45
missouri,5,Bruce Braley,Rep,,105,B001259,1,,2012,1
missouri,3,Chris Sander,Rep,,2184,,1,,2008,21
missouri,0,"Christopher S. ""Kit"" Bond",Sen,,2185,B000611,1,,2008,627
missouri,0,Christopher S. Bond,Sen,,2185,B000611,1,,2006,802
missouri,0,"Christopher Samuel ""Kit"" Bond",Sen,,2185,B000611,1,,2009,279
missouri,0,Claire Connor McCaskill,Sen,,2186,M001170,1,,2009,280
missouri,0,Claire McCaskill,Sen,Senate,2186,M001170,14,,2006,794
missouri,0,Claire McCaskill,Sen,Senate,2186,M001170,14,,2007,175
missouri,0,Claire McCaskill,Sen,Senate,2186,M001170,14,,2008,716
missouri,0,Claire McCaskill,Sen,Senate,2186,M001170,14,,2012,424
missouri,0,Claire McCaskill,Sen,Senate,2186,M001170,14,,2014,209
missouri,0,Claire McCaskill,Sen,Senate,2186,M001170,14,,2010,1230
missouri,0,Claire McCaskill,Sen,Senate,2186,M001170,14,,2011,465
missouri,0,Claire McCaskill,Sen,Senate,2186,M001170,14,,2012,1174
missouri,0,Claire McCaskill,Sen,Senate,2186,M001170,14,,2013,375
missouri,0,Claire McCaskill,Sen,Senate,2186,M001170,14,,2014,1132
missouri,0,Claire McCaskill,Sen,Senate,2186,M001170,14,,2015,322
missouri,0,Claire McCaskill,Sen,Senate,2186,M001170,14,,2016,1299
missouri,0,Claire McCaskill,Sen,Senate,2186,M001170,14,,2017,348
missouri,0,Claire McCaskill,Sen,Senate,2186,M001170,14,,2018,1493
missouri,6,Clint Hylton,Rep,,2187,,1,,2010,133
missouri,1,Cori Bush,Rep,House,2188,B001224,0,,2020,187
missouri,1,Cori Bush,Rep,House,2188,B001224,0,,2021,67
missouri,1,Cori Bush,Rep,House,2188,B001224,0,,2022,168
missouri,2,Cort VanOstran,Rep,,2189,,1,,2018,180
missouri,3,Courtney Denton,Rep,,2190,,2,,2014,22
missouri,3,Courtney Denton,Rep,,2190,,2,,2014,123
missouri,1,Daniel Elder,Rep,,2191,,2,,2014,20
missouri,1,Daniel Elder,Rep,,2191,,2,,2014,162
missouri,8,Dave Cowell,Rep,,2192,,1,,2016,140
missouri,3,David Bertelsen,Rep,,2193,,1,,2006,88
missouri,6,David M. Blackwell,Rep,,2194,,1,,2016,153
missouri,3,Douglas Lamborn,Rep,,116,L000564,1,,2012,1
missouri,9,Duane Burghard,Rep,,2195,,1,,2006,90
missouri,3,"Edward Martin, Jr.",Rep,,2196,,1,,2010,130
missouri,4,Emanuel Cleaver,Rep,,917,C001061,0,,2022,23
missouri,5,Emanuel Cleaver,Rep,House,917,C001061,12,,2006,98
missouri,5,Emanuel Cleaver,Rep,House,917,C001061,12,,2007,15
missouri,5,Emanuel Cleaver,Rep,House,917,C001061,12,,2009,30
missouri,5,Emanuel Cleaver,Rep,House,917,C001061,12,,2012,51
missouri,5,Emanuel Cleaver,Rep,House,917,C001061,12,,2014,22
missouri,5,Emanuel Cleaver,Rep,House,917,C001061,12,,2011,42
missouri,5,Emanuel Cleaver,Rep,House,917,C001061,12,,2012,184
missouri,5,Emanuel Cleaver,Rep,House,917,C001061,12,,2013,45
missouri,5,Emanuel Cleaver,Rep,House,917,C001061,12,,2014,163
missouri,5,Emanuel Cleaver,Rep,House,917,C001061,12,,2015,51
missouri,5,Emanuel Cleaver,Rep,House,917,C001061,12,,2017,49
missouri,5,Emanuel Cleaver,Rep,House,917,C001061,12,,2018,208
missouri,5,Emanuel Cleaver,Rep,House,917,C001061,12,,2019,59
missouri,5,Emanuel Cleaver,Rep,House,917,C001061,12,,2020,194
missouri,5,Emanuel Cleaver,Rep,House,917,C001061,12,,2021,76
missouri,5,Emanuel Cleaver,Rep,House,917,C001061,12,,2022,165
missouri,4,Emanuel Cleaver II,Rep,,917,C001061,2,,2012,3
missouri,4,Emanuel Cleaver II,Rep,,917,C001061,2,,2012,13
missouri,5,Emanuel Cleaver II,Rep,,917,C001061,1,,2016,192
missouri,6,Emanuel Cleaver II,Rep,,917,C001061,2,,2012,2
missouri,6,Emanuel Cleaver II,Rep,,917,C001061,2,,2012,7
missouri,5,"Emanuel Cleaver, II",Rep,,917,C001061,2,,2008,81
missouri,5,"Emanuel Cleaver, II",Rep,,917,C001061,2,,2010,139
