candidate_name,politician_id,state,cycle
Peter Sessions,3000,texas,2014
Frank Anthony Perez,4043,texas,2014
Ed Rankin,4049,texas,2014
Tom MacArthur,4423,new jersey,2014
Frederick John Lavergne,4419,new jersey,2014
Aimee Belgard,4392,new jersey,2014
Gary S. Stein,3201,new jersey,2014
Bayode Olabisi,4430,new jersey,2014
Frank A. LoBiondo,2890,new jersey,2014
William Hughes,4414,new jersey,2014
Constantino Rozzo,4435,new jersey,2014
Alexander Spano,4440,new jersey,2014
Filemon Vela,3133,texas,2014
Larry S. Smith,4063,texas,2014
Ryan Rowley,4057,texas,2014
Rodney Veach,4069,texas,2014
Hal J. Ridley Jr.,4053,texas,2014
Brian Babin,3972,texas,2014
Michael K. Cole,3992,texas,2014
Peter Welch,3038,vermont,2014
Mark T. Donka,4339,vermont,2014
Matthew Andrews,4338,vermont,2014
Jerry P. Trudell,10282,vermont,2014
Cris Ericson,6318,vermont,2014
Randall Meyer,17335,vermont,2014
,,vermont,2014
Robert Fluharty,4137,west virginia,2014
Davy H. Jones,4141,west virginia,2014
Alexander X. Mooney,4143,west virginia,2014
Nick Casey,4136,west virginia,2014
Ed Rabel,4147,west virginia,2014
Liz Sullivan,17380,west virginia,2014
Ann E. Callis,3461,illinois,2014
Rodney Davis,3093,illinois,2014
Brian Corwin Reese,3328,georgia,2014
"Earl L. ""Buddy"" Carter",3304,georgia,2014
Sampson U. Ramirez,12618,arizona,2014
Sydney Dudikoff,12619,arizona,2014
Ron Barber,3054,arizona,2014
Martha McSally,3888,arizona,2014
Domenic M. Recchia,3570,new york,2014
Michael G. Grimm,2834,new york,2014
Patrick Joseph Murphy,3444,iowa,2014
Henry J. Bardel,3542,new york,2014
Constant G. Vlakancic,12620,illinois,2014
Darlene J. Senger,3482,illinois,2014
Bill Foster,3061,illinois,2014
Rod Blum,3435,iowa,2014
Kathleen Rice,3571,new york,2014
Elise M. Stefanik,3579,new york,2014
Bruce Blakeman,747,new york,2014
Steve King,2873,iowa,2014
Jim Mowrer,3443,iowa,2014
Aaron G. Woolf,3585,new york,2014
Matthew J. Funiciello,3557,new york,2014
Mark K. Wichern,3205,florida,2014
Jeff Miller,2925,florida,2014
Eric Miller,3388,indiana,2014
Susan Hall Heitzman,3376,indiana,2014
Luke Messer,3097,indiana,2014
George Holding,3109,north carolina,2014
Brenda L. Cleary,3500,north carolina,2014
Vincent E. Coakley,3501,north carolina,2014
Alma S. Adams,3489,north carolina,2014
Peter Tatum MacQueen,3514,north carolina,2014
Shawn A. Denney,3367,indiana,2014
John Krom,3379,indiana,2014
S. Brett Guthrie,2835,kentucky,2014
Bill W. Bailey,3356,indiana,2014
John Fleming,2807,louisiana,2014
Bob Goodrich,3223,michigan,2014
Justin Amash,2716,michigan,2014
Tonya Duncan,16729,michigan,2014
Sanford Bishop,2726,georgia,2014
Gregory P. Duke,3310,georgia,2014
Andrew Romanoff,432,colorado,2014
Norman T. Olsen,3864,colorado,2014
Mike Coffman,2765,colorado,2014
Gary Swing,3868,colorado,2014
Randall Lord,6076,louisiana,2014
Michael Macfarlane,4347,kentucky,2014
John Yarmuth,3047,kentucky,2014
Gregory Peter Puccetti,16596,kentucky,2014
Susan W. Brooks,3096,indiana,2014
Steve Southerland II,3012,florida,2014
Luther Lee,16389,florida,2014
Gwen Graham,7989,florida,2014
Tom Graves,2828,georgia,2014
Patrick McHenry,2912,north carolina,2014
James E. Brown,3429,connecticut,2014
Rosa L. DeLauro,2783,connecticut,2014
Leonard C. Schwartz,4899,michigan,2014
Christina L. Barr,16777,michigan,2014
Gregory W. Meeks,2919,new york,2014
Allen Steinhardt,16899,new york,2014
Nydia M. Velazquez,3029,new york,2014
Jose Luis Fernandez,3555,new york,2014
Allan E. Romaguera,3574,new york,2014
William D. Stevenson,3580,new york,2014
Peter King,2872,new york,2014
Hakeem Jeffries,3115,new york,2014
Alan Bellone,3544,new york,2014
Richard B. Nugent,2936,florida,2014
Chris Collins,3117,new york,2014
James O'Donnell,3567,new york,2014
Charles B. Rangel,2961,new york,2014
Grace Meng,3114,new york,2014
Calvin Pruden,16775,michigan,2014
Stephen L. Boyle,16776,michigan,2014
Brenda Lawrence,3232,michigan,2014
Daniel Vila Rivera,3572,new york,2014
Dean Vanderstelt,3245,michigan,2014
Bill Huizenga,2854,michigan,2014
Ronald E. Graeser,4874,michigan,2014
Ronald Welch,16724,michigan,2014
Patricia M. Maher,3565,new york,2014
Christopher L. Duncan,16408,florida,2014
Gabriel Rothblatt,7999,florida,2014
Jimmy Lee Tillman,3484,illinois,2014
Bobby Rush,2983,illinois,2014
Robin Kelly,3138,illinois,2014
Marcus Lewis,5174,illinois,2014
Eric M. Wallace,3486,illinois,2014
Stevan Pearce,708,new mexico,2014
Bill Posey,2956,florida,2014
Daniel Lipinski,2889,illinois,2014
Sharon M. Brannigan,3459,illinois,2014
Roxanne Lara,4302,new mexico,2014
Jack A. McGrann,12616,new mexico,2014
,,north carolina,2014
Shawn Eckles,16967,north carolina,2014
Robert Pittenger,3107,north carolina,2014
Marshall Adame,3488,north carolina,2014
Darrel Miller,3478,illinois,2014
Aaron Schock,2991,illinois,2014
Roy Welborn,3283,missouri,2014
Emanuel Cleaver II,2762,missouri,2014
Jacob Turk,3280,missouri,2014
Kevin Yoder,3048,kansas,2014
Kelly Kultala,3872,kansas,2014
David Cox,16404,florida,2014
Ron DeSantis,3084,florida,2014
Katherine M. Clark,3141,massachusetts,2014
William F. Wilt,16703,massachusetts,2014
John Adams,3620,ohio,2014
Ralph A. Applegate,5364,ohio,2014
Joyce Beatty,3119,ohio,2014
Courtney Denton,3253,missouri,2014
Harold Davis,16818,missouri,2014
Steven R. Hedrick,3261,missouri,2014
Blaine Luetkemeyer,2896,missouri,2014
Fred Kundrata,3642,ohio,2014
Steve Chabot,2755,ohio,2014
R. Mike Frey,3371,indiana,2014
Tom McClintock,2908,california,2014
Arthur Moore,3793,california,2014
Mike Thompson,3018,california,2014
James Hinton,3758,california,2014
William O'Callaghan Leader,3775,california,2014
Tony Cardenas,3075,california,2014
Brad Sherman,3002,california,2014
Mark Reed,3810,california,2014
Grace F. Napolitano,2931,california,2014
Arturo Enrique Alas,3688,california,2014
Xavier Becerra,2722,california,2014
Adrienne Nicole Edwards,3729,california,2014
Linda T. Sánchez,3015,california,2014
Benjamin Campos,3708,california,2014
Mimi Walters,3843,california,2014
Drew E. Leavens,3776,california,2014
Andrew Whallon,3845,california,2014
Alan Lowenthal,3079,california,2014
Darrell E. Issa,2859,california,2014
Dave Peiser,3803,california,2014
Tim Walberg,3031,michigan,2014
Rick D. Strawcutter,16747,michigan,2014
Kenneth L. Proctor,4895,michigan,2014
David Swartout,16748,michigan,2014
Pamela Byrnes,3213,michigan,2014
Daniel T. Kildee,3101,michigan,2014
Harold Jones,16738,michigan,2014
Allen D. Hardwick,3227,michigan,2014
Frank Pallone Jr.,2942,new jersey,2014
Anthony Wilkinson,4450,new jersey,2014
Dorit Goikhman,4411,new jersey,2014
Alan M. Cohn,8001,florida,2014
Dennis A. Ross,2978,florida,2014
Kyrsten Sinema,3067,arizona,2014
Powell E. Gammill,5498,arizona,2014
Wendy J. Rogers,3893,arizona,2014
,,alabama,2014
Martha Roby,2968,alabama,2014
Erick Wright,3942,alabama,2014
Charles Kendall Hatchett,4344,kentucky,2014
Burton R. LeFlore,3930,alabama,2014
Bradley Byrne,3142,alabama,2014
Todd Young,3050,indiana,2014
Jeff Holmes,3229,michigan,2014
John Moolenaar,3236,michigan,2014
William Tyler White,15492,michigan,2014
George M. Zimmer,4919,michigan,2014
Ed Whitfield,3040,kentucky,2014
Walter B. Jones,2866,north carolina,2014
David Koller,8000,florida,2014
Carl J. Domino,3152,florida,2014
Patrick Murphy,3085,florida,2014
Ron Leach,4346,kentucky,2014
James E. Bryan,4723,florida,2014
Steve Womack,3045,arkansas,2014
Grant Brand,3669,arkansas,2014
Richard W. Allen,3302,georgia,2014
John Barrow,2719,georgia,2014
Charles K. Djou,3344,hawaii,2014
K. Mark Takai,3352,hawaii,2014
Lynn Jenkins,2861,kansas,2014
Christopher Kelly Clemmons,7986,kansas,2014
Margie Wakefield,3878,kansas,2014
Richard P. Murphy,4255,maine,2014
Isaac J. Misiuk,4254,maine,2014
Chellie Pingree,600,maine,2014
Ryan K. Zinke,3294,montana,2014
John Lewis,3290,montana,2014
Mike Fellows,3289,montana,2014
Blake Farenthold,2801,texas,2014
Wesley Craig Reed,4051,texas,2014
Roxanne Simonson,4061,texas,2014
Will Aikens,3967,texas,2014
Michael D. Cary,3989,texas,2014
Henry Cuellar,2776,texas,2014
Gene Green,2830,texas,2014
James Stanczak,4066,texas,2014
E. Scott Rigell,2967,virginia,2014
Suzanne Patrick,4384,virginia,2014
Jeffrey Carson,4361,virginia,2014
Gerard C. Blais,4356,virginia,2014
Donald S. Beyer Jr.,4354,virginia,2014
Micah Edmond,4365,virginia,2014
Gwendolyn Beck,4353,virginia,2014
H. Morgan Griffith,2832,virginia,2014
William R. Carr,4360,virginia,2014
Glen Bertrum Gainer,4138,west virginia,2014
Chuck Wood,17375,west virginia,2014
David B. McKinley,2915,west virginia,2014
Evan Hollin Jenkins,4140,west virginia,2014
Nick J. Rahall II,2960,west virginia,2014
Mark Sanford,62,south carolina,2014
,,south carolina,2014
Mick Mulvaney,2928,south carolina,2014
Tom Adams,3952,south carolina,2014
"James E. ""Jim"" Clyburn",2763,south carolina,2014
Anthony Culler,3957,south carolina,2014
Kevin R. Umbaugh,3964,south carolina,2014
Lenda Sherrell,4100,tennessee,2014
Robert Rankin Doggart,17140,tennessee,2014
Scott DesJarlais,2786,tennessee,2014
Shirley McKellar,4031,texas,2014
Louie Gohmert,2822,texas,2014
Sam Johnson,2865,texas,2014
Paul Blair,3976,texas,2014
Mike Conaway,2768,texas,2014
Ryan Lange,4018,texas,2014
Johnny Partain,4041,texas,2014
Rubén Hinojosa,2849,texas,2014
Eddie Zamora,4076,texas,2014
Chaka Fattah,2803,pennsylvania,2014
Armond James,3600,pennsylvania,2014
Michael G. Fitzpatrick,2805,pennsylvania,2014
Kevin Strouse,3614,pennsylvania,2014
"Glenn ""G.T."" Thompson",3019,pennsylvania,2014
Kerith Strano Taylor,3616,pennsylvania,2014
Richard R. Tisei,4336,massachusetts,2014
Christopher Stockwell,7985,massachusetts,2014
Seth Moulton,4333,massachusetts,2014
Rick Crawford,2773,arkansas,2014
Brian Scott Willhite,3683,arkansas,2014
Jackie McPherson,3677,arkansas,2014
David G. Valadao,3073,california,2014
Amanda Renteria,3811,california,2014
Fred Upton,3027,michigan,2014
John Lawrence,10920,michigan,2014
Paul Clements,3216,michigan,2014
Erwin J. Haas,12621,michigan,2014
Mike Kelly,2870,pennsylvania,2014
Dan Lavallee,3602,pennsylvania,2014
Craig R. Bowden,4111,utah,2014
Rob Bishop,2725,utah,2014
Dwayne A. Vance,4133,utah,2014
Donna M. McAleer,4123,utah,2014
Joe Perske,3420,minnesota,2014
,,minnesota,2014
Linda Deliah Thompson,3617,pennsylvania,2014
Carson Dee Adcock,3587,pennsylvania,2014
Brendan F. Boyle,3590,pennsylvania,2014
Ami Bera,3070,california,2014
Donna F. Edwards,2795,maryland,2014
,,maryland,2014
Nancy Hoyt,4275,maryland,2014
Joseph McCray,3787,california,2014
Robert B. Aderholt,2715,alabama,2014
Arvin Vohra,4293,maryland,2014
Jesse T. Smith,3938,alabama,2014
David Schweikert,2994,arizona,2014
W. John Williamson,3903,arizona,2014
Jackie Speier,3013,california,2014
Robert D. Conaway,3716,california,2014
Paul Cook,3071,california,2014
George Leing,3860,colorado,2014
Mike Rogers,2972,alabama,2014
Doug Ose,3802,california,2014
Nita Lowey,2894,new york,2014
Christopher A. Day,3548,new york,2014
Robin Chew,3714,california,2014
Kevin McCarthy,2906,california,2014
Raul Garcia,7995,california,2014
Julia Brownley,3074,california,2014
Jeff Gorell,3748,california,2014
Doris Matsui,2904,california,2014
Jared Polis,2954,colorado,2014
G.K. Butterfield,2743,north carolina,2014
Arthur Jason Rich,3523,north carolina,2014
Loel R. Gnadt,16717,michigan,2014
Jerry Cannon,3214,michigan,2014
Dan Benishek,2723,michigan,2014
Judy Chu,2758,california,2014
Jack Orswell,3801,california,2014
Ellis Boal,4846,michigan,2014
Scott Perry,3123,pennsylvania,2014
Ted W. Lieu,3781,california,2014
Elan Carr,3709,california,2014
Suzanne Joyce Savary,3817,california,2014
Dana Rohrabacher,2973,california,2014
Duncan Hunter,2856,california,2014
James H. Kimber,3769,california,2014
Lih Y. Young,4297,maryland,2014
Andrew J. Wildman,4296,maryland,2014
Dave Wallace,4294,maryland,2014
Chris Van Hollen,3028,maryland,2014
Tom Emmer,3412,minnesota,2014
John Denney,3411,minnesota,2014
Brian Higgins,2847,new york,2014
Kathleen A. Weppner,3584,new york,2014
Vince Kolber,3475,illinois,2014
Mike Quigley,2959,illinois,2014
Nancy L. Wade,3485,illinois,2014
Lori Hopkins-Cavanagh,3433,connecticut,2014
Elijah Cummings,2778,maryland,2014
Corrogan R. Vaughn,4291,maryland,2014
Scott Soffen,4287,maryland,2014
Bert Smith,4193,oklahoma,2014
Tom Cole,2767,oklahoma,2014
Dennis B. Johnson,4182,oklahoma,2014
Tammy Duckworth,3090,illinois,2014
Lawrence Kaifesh,3474,illinois,2014
William Clyde,16365,connecticut,2014
Daniel Reale,5119,connecticut,2014
Joe Courtney,2772,connecticut,2014
Susanne Atanus,3454,illinois,2014
Phil Collins,11641,illinois,2014
Janice D. Schakowsky,2989,illinois,2014
Richard Stallings,2583,idaho,2014
Mike Simpson,3005,idaho,2014
Dennis Anderson,3453,illinois,2014
Randy Hultgren,2855,illinois,2014
Robb E. Cunningham,3252,missouri,2014
William Lacy Clay,2761,missouri,2014
Gus Michael Bilirakis,2724,florida,2014
Daniel Elder,3254,missouri,2014
Frankie Robbins,4189,oklahoma,2014
Frank D. Lucas,2895,oklahoma,2014
Jim Bridenstine,3121,oklahoma,2014
Jim Renacci,2964,ohio,2014
Pete Crossland,3627,ohio,2014
Tim Walz,3033,minnesota,2014
Jim Hagedorn,3414,minnesota,2014
Henry Lawrence,8002,florida,2014
Vern Buchanan,2740,florida,2014
Greg Walden,3032,oregon,2014
Aelea Christofferson,3908,oregon,2014
Sharon L. Durbin,17051,oregon,2014
,,oregon,2014
Michael Meo,17053,oregon,2014
David W. Walker,17055,oregon,2014
Earl Blumenauer,2730,oregon,2014
James L. Buchal,3907,oregon,2014
Jeffrey Langan,17056,oregon,2014
David Scott,2996,georgia,2014
Barry Loudermilk,3320,georgia,2014
David Macko,3646,ohio,2014
David P. Joyce,3120,ohio,2014
Michael Wager,3658,ohio,2014
Joseph R. Pitts,2952,pennsylvania,2014
Tom Houghton,3598,pennsylvania,2014
Cory Hoffman,3638,ohio,2014
George A. Skalsky,17001,ohio,2014
Richard May,3647,ohio,2014
Marcy Kaptur,2868,ohio,2014
Joe Newman,16432,florida,2014
Joseph Crowley,2775,new york,2014
Elizabeth Perri,3568,new york,2014
Robert Fry,3631,ohio,2014
Eric Eberly,3629,ohio,2014
Bob Latta,2885,ohio,2014
Richard L. Hanna,2838,new york,2014
Dennis P. Crawford,4199,nebraska,2014
Nick Troiano,3619,pennsylvania,2014
Scott F. Brion,3591,pennsylvania,2014
Tom Marino,2902,pennsylvania,2014
Jerry Nadler,2930,new york,2014
Michael J. Dilger,16910,new york,2014
Ross Brady,3545,new york,2014
Dark Angel,4390,new jersey,2014
Donald M. Payne Jr.,3057,new jersey,2014
Gwendolyn Franklin,4407,new jersey,2014
Yolanda Dentley,4403,new jersey,2014
"Henry ""Hank"" Johnson Jr.",2864,georgia,2014
Raymond L. Davis,16458,georgia,2014
Robert A. Brady,2735,pennsylvania,2014
Megan Rath,3612,pennsylvania,2014
Mario Diaz-Balart,2788,florida,2014
Richard Charles,4311,nevada,2014
Dina Titus,3065,nevada,2014
Kamau Akil Bakari,4305,nevada,2014
Annette Teijeiro,4325,nevada,2014
Thomas Reed,2962,new york,2014
Martha Robertson,3573,new york,2014
Richard M. Nolan,3103,minnesota,2014
Stewart Mills,3417,minnesota,2014
Jeff Fortenberry,2810,nebraska,2014
W. A. Hedge,3260,missouri,2014
Sam Graves,2827,missouri,2014
Russ Lee Monchil,3271,missouri,2014
W. Michael Trout,4828,florida,2014
Ray Sandman,7987,minnesota,2014
Stephen F. Lynch,2899,massachusetts,2014
Ander Crenshaw,2774,florida,2014
Paula Moser-Bartlett,3182,florida,2014
Gary L. Koniz,3166,florida,2014
Deborah Katz Pueschel,4765,florida,2014
Paul D. Tonko,3024,new york,2014
Jim Fischer,3556,new york,2014
Ted Deutch,2787,florida,2014
Thomas Waddell Hill,3510,north carolina,2014
Mark Meadows,3108,north carolina,2014
Joshua Ethan Brannon,3497,north carolina,2014
Virginia Foxx,2811,north carolina,2014
Andy Harris,2840,maryland,2014
Bill Tilghman,4290,maryland,2014
John C. Carney Jr.,2750,delaware,2014
Rose Izzo,5131,delaware,2014
Bernard August,5129,delaware,2014
Scott A. Gesty,5130,delaware,2014
Eric Schertzing,3240,michigan,2014
James T. Weeks,16752,michigan,2014
Mike Bishop,3209,michigan,2014
Jim Casha,16751,michigan,2014
Daniel J. Bongino,979,maryland,2014
John Delaney,3100,maryland,2014
George Gluck,4270,maryland,2014
Jeremy Burgess,16750,michigan,2014
Charles W. Dent,2785,pennsylvania,2014
Mike Doyle,2791,pennsylvania,2014
Emily Pivoda,4048,texas,2014
John Carter,2752,texas,2014
Scott Ballard,3973,texas,2014
Louie Minor,4034,texas,2014
Randy Weber,3127,texas,2014
Donald Glenn Brown,3981,texas,2014
John Wieder,4073,texas,2014
Mike Bost,3457,illinois,2014
Paula Bradshaw,3458,illinois,2014
William L. Enyart,3092,illinois,2014
Frank C. Guinta,4245,new hampshire,2014
Carol Shea-Porter,3060,new hampshire,2014
Sean Patrick Maloney,3116,new york,2014
Nan Hayworth,3560,new york,2014
Scott Smith,10586,new york,2014
Warren Rogers,12622,utah,2014
Luz Robles,4128,utah,2014
Shaun Lynn McCausland,4124,utah,2014
William C. Barron,4110,utah,2014
Chris Stewart,3134,utah,2014
Wayne L. Hill,4119,utah,2014
,,wisconsin,2014
Kelly Westlund,4171,wisconsin,2014
Robert Taylor,12815,wisconsin,2014
John Schiess,6263,wisconsin,2014
Lawrence E. Dale,17400,wisconsin,2014
Sean Duffy,2792,wisconsin,2014
Mark Harris,4156,wisconsin,2014
Glenn Grothman,4154,wisconsin,2014
Gus Fahrendorf,17396,wisconsin,2014
BJ Guillot,4216,washington,2014
Rick Larsen,2882,washington,2014
John K. Trammell,4389,virginia,2014
David Brat,4357,virginia,2014
James Carr,4359,virginia,2014
"Robert C. ""Bobby"" Scott",2997,virginia,2014
Stephen Lee Fincher,2804,tennessee,2014
Wes Bradley,4080,tennessee,2014
Dana Matheny,4091,tennessee,2014
James Hart,5622,tennessee,2014
Mark Jeffery Rawles,5636,tennessee,2014
Hector Concepcion,3462,illinois,2014
Luis V. Gutiérrez,2836,illinois,2014
Frederica Wilson,3042,florida,2014
Luis E. Fernandez,3156,florida,2014
Dufirstson Julio Neree,8004,florida,2014
Lois Frankel,3086,florida,2014
Susan Narvaiz,4038,texas,2014
Lloyd Doggett,2790,texas,2014
Cory Bruner,3982,texas,2014
Kat Swift,4068,texas,2014
Raymond Schamis,16442,florida,2014
Paul Spain,3200,florida,2014
Ray Netherwood,3183,florida,2014
April Freeman,3158,florida,2014
Curtis Clawson,3144,florida,2014
Timothy John Rossano,3191,florida,2014
Michael Stephen Levinson,3172,florida,2014
Lucas Overby,3185,florida,2014
David W. Jolly,3143,florida,2014
Ted Yoho,3083,florida,2014
Howard Term Limits Lawson,3171,florida,2014
Marihelen Haddock Wheeler,7997,florida,2014
Tisha Casida,3852,colorado,2014
Scott Tipton,3023,colorado,2014
Abel J. Tapia,3869,colorado,2014
Travis Mero,3862,colorado,2014
Christina Gagnier,3740,california,2014
John Dennis,3726,california,2014
Nancy Pelosi,2946,california,2014
Norma J. Torres,3835,california,2014
Antonio Diaz,3998,texas,2014
Ryan Shields,4060,texas,2014
Lamar Smith,3011,texas,2014
Bob Goodlatte,2823,virginia,2014
William M. Hammer,4372,virginia,2014
Elaine Hildebrandt,4376,virginia,2014
Donald Norcross,4429,new jersey,2014
Robert Shapiro,4438,new jersey,2014
Mike Berman,4393,new jersey,2014
Donald Letton,4420,new jersey,2014
Garry Cobb,4400,new jersey,2014
Scot John Tomaszewski,4444,new jersey,2014
Margaret M. Chapman,4397,new jersey,2014
Scott Neuman,4428,new jersey,2014
Christopher H. Smith,3010,new jersey,2014
Ruben M. Scolavino,4437,new jersey,2014
Bonnie Watson Coleman,4448,new jersey,2014
"Gerald E. ""Gerry"" Connolly",2769,virginia,2014
Suzanne Scholte,4387,virginia,2014
Joe Galdo,4370,virginia,2014
Marc Harrold,4373,virginia,2014
Don DeZarn,4404,new jersey,2014
Allen J. Cannon,4396,new jersey,2014
Alieta Eck,4406,new jersey,2014
Steven W. Welzer,4449,new jersey,2014
Kenneth J. Cody,4401,new jersey,2014
Jack Freudenheim,4409,new jersey,2014
John Ratcliffe,4050,texas,2014
Mark Boler,3978,texas,2014
Michael C. Burgess,2742,texas,2014
Suzan DelBene,3055,washington,2014
Pedro Celis,4209,washington,2014
Jaime Herrera Beutler,2846,washington,2014
Bob Dingethal,4212,washington,2014
Cathy McMorris Rodgers,2916,washington,2014
Joseph Pakootas,4232,washington,2014
Dan Sebring,4167,wisconsin,2014
Gwen Moore,2926,wisconsin,2014
Robert Raymond,5709,wisconsin,2014
Mark Pocan,3137,wisconsin,2014
Peter Theron,4169,wisconsin,2014
Reid J. Ribble,2965,wisconsin,2014
Ronald Gruett,4155,wisconsin,2014
Mac Thornberry,3020,texas,2014
Michael Gene Minter,4035,texas,2014
Don Cook,3994,texas,2014
Eddie Bernice Johnson,2863,texas,2014
Max W. Koch,4014,texas,2014
Eric Williams,11064,texas,2014
Sean S. Eldridge,3553,new york,2014
Christopher P. Gibson,2820,new york,2014
Lee M. Zeldin,3586,new york,2014
Timothy H. Bishop,2727,new york,2014
Mark Zetzer,3661,ohio,2014
Marcia L. Fudge,2814,ohio,2014
Jon Douthitt,4175,oklahoma,2014
Markwayne Mullin,3122,oklahoma,2014
Earl E. Everett,4176,oklahoma,2014
Keith J. Rothfus,3124,pennsylvania,2014
Erin McClelland,3606,pennsylvania,2014
Matt Cartwright,3125,pennsylvania,2014
David J. Moylan,3607,pennsylvania,2014
Tim Murphy,2929,pennsylvania,2014
Trey Gowdy,2825,south carolina,2014
Curtis E. McLaughlin,3961,south carolina,2014
Diane Black,2728,tennessee,2014
Amos Scott Powers,4094,tennessee,2014
Mike Winton,17163,tennessee,2014
Ken Petty,4045,texas,2014
Kevin Brady,2734,texas,2014
Al Green,2829,texas,2014
Johnny Johnson,4011,texas,2014
Michael T. McCaul,2907,texas,2014
Tawana W. Cadien,3985,texas,2014
Bill Kelsey,4013,texas,2014
Corey Roen,4056,texas,2014
Jaime O. Perez,4042,texas,2014
Beto O'Rourke,3128,texas,2014
Joaquin Castro,3129,texas,2014
Jeffrey C. Blunt,3977,texas,2014
Pete Olson,2939,texas,2014
Robert Lapham,4019,texas,2014
Frank Briscoe,3979,texas,2014
Will Hurd,4010,texas,2014
Ruben Corvalan,3995,texas,2014
Pete P. Gallego,3130,texas,2014
Dan Newhouse,4230,washington,2014
Clint Didier,8012,washington,2014
Derek Kilmer,3135,washington,2014
Marty McClendon,4222,washington,2014
Craig Keller,4220,washington,2014
Jim McDermott,2910,washington,2014
Denny Heck,3136,washington,2014
Joyce McDonald,4223,washington,2014
Ron Kind,2871,wisconsin,2014
Tony Kurtz,4161,wisconsin,2014
Ken Van Doren,4170,wisconsin,2014
Marc Veasey,3132,texas,2014
Jason Reeves,4052,texas,2014
Cindy Burleson,4453,mississippi,2014
Mike Pompeo,2955,kansas,2014
Perry Schuckman,3875,kansas,2014
Thomas Massie,3056,kentucky,2014
Peter Newberry,4348,kentucky,2014
Steve Scalise,2988,louisiana,2014
"M.V. ""Vinny"" Mendoza",6077,louisiana,2014
Lee Ann Dugas,16609,louisiana,2014
Jeffry Lamonte Sanford,16608,louisiana,2014
Chris Chaffee,4264,maryland,2014
Dennis L. Fritz,16671,maryland,2014
Steny Hoyer,2852,maryland,2014
Richard E. Neal,2932,massachusetts,2014
Joseph Kennedy III,3099,massachusetts,2014
George Brikho,3211,michigan,2014
Greg Creswell,4854,michigan,2014
Sander M. Levin,2887,michigan,2014
John V. McDermott,13426,michigan,2014
Erik Paulsen,2945,minnesota,2014
Sharon Sund,3424,minnesota,2014
Sharna Wahlgren,3427,minnesota,2014
Dave M. Thomas,3425,minnesota,2014
Betty McCollum,2909,minnesota,2014
Bennie G. Thompson,3017,mississippi,2014
Troy Ray,4466,mississippi,2014
Shelley Shoemake,4469,mississippi,2014
Matt Moore,4464,mississippi,2014
Eli Jackson,4460,mississippi,2014
Steven Palazzo,2941,mississippi,2014
Joey Robinson,4468,mississippi,2014
Ed Reich,4467,mississippi,2014
Ann Wagner,3104,missouri,2014
Bill Slantz,3275,missouri,2014
Arthur H. Lieber,3267,missouri,2014
Jason Smith,3139,missouri,2014
Barbara Hamill Stocker,3278,missouri,2014
Rick Vandeven,3281,missouri,2014
Terry L. Hampton,16835,missouri,2014
Doug Enyart,3255,missouri,2014
Mark E. Amodei,3052,nevada,2014
Kristen Spees,4323,nevada,2014
Janine Hansen,4314,nevada,2014
Steven Horsford,3113,nevada,2014
Cresent Hardy,4315,nevada,2014
Russell Best,4306,nevada,2014
Steven Paul Brown,4308,nevada,2014
Jude-Anthony Tiscornia,4442,new jersey,2014
Albio Sires,3006,new jersey,2014
Herbert H. Shaw,4439,new jersey,2014
Pablo Olivera,4431,new jersey,2014
Robert B. Thorne,4441,new jersey,2014
Michelle Lujan Grisham,3112,new mexico,2014
Mike Frese,4301,new mexico,2014
Ben Ray Luján,2897,new mexico,2014
Thomas F. Hook,16890,new mexico,2014
Jefferson L. Byrd,4299,new mexico,2014
Steve Israel,2858,new york,2014
Grant Lally,3564,new york,2014
Yvette D. Clarke,2760,new york,2014
Daniel Cavanagh,3547,new york,2014
Nicholas Di Iorio,3550,new york,2014
Carolyn B. Maloney,2900,new york,2014
Eduardo Ramirez,3569,new york,2014
José E. Serrano,2999,new york,2014
William Edstrom,3552,new york,2014
Eliot Engel,2798,new york,2014
Louise McIntosh Slaughter,3007,new york,2014
Mark W. Assini,3541,new york,2014
Mark Walker,3535,north carolina,2014
Laura Fjeld,3506,north carolina,2014
Brad Wenstrup,3118,ohio,2014
Marek Tyszkiewicz,3656,ohio,2014
Jim Jordan,2867,ohio,2014
Janet Garrett,3632,ohio,2014
Bob Gibbs,2819,ohio,2014
Mike Turner,3026,ohio,2014
David A. Harlow,3636,ohio,2014
Robert P. Klepinger,3641,ohio,2014
Tim Ryan,2984,ohio,2014
Thomas Pekarek,3648,ohio,2014
David Allen Pastorius,17015,ohio,2014
Suzanne Bonamici,3053,oregon,2014
William Jason Yates,3917,oregon,2014
James G. Foster,5532,oregon,2014
Cody Reynolds,5541,oregon,2014
Kurt Schrader,2992,oregon,2014
Tootie Smith,3914,oregon,2014
Daniel K. Souza,13177,oregon,2014
Marvin J. Sandnes,13178,oregon,2014
Raymond Baldwin,5526,oregon,2014
Manan Trivedi,3618,pennsylvania,2014
Ryan A. Costello,3594,pennsylvania,2014
Patrick Meehan,2918,pennsylvania,2014
Mary Ellen Balchunis,3589,pennsylvania,2014
Bill Shuster,3004,pennsylvania,2014
Alanna K. Hartzok,3597,pennsylvania,2014
Chuck Fleischmann,2806,tennessee,2014
Mary M. Headrick,4086,tennessee,2014
Cassandra J. Mitchell,17135,tennessee,2014
